date,Glasschiebetür,isPartial
2018-01-07,39,False
2018-01-14,43,False
2018-01-21,0,False
2018-01-28,26,False
2018-02-04,40,False
2018-02-11,53,False
2018-02-18,40,False
2018-02-25,35,False
2018-03-04,27,False
2018-03-11,26,False
2018-03-18,40,False
2018-03-25,42,False
2018-04-01,0,False
2018-04-08,37,False
2018-04-15,47,False
2018-04-22,0,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,27,False
2018-05-20,41,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,40,False
2018-06-17,36,False
2018-06-24,27,False
2018-07-01,0,False
2018-07-08,28,False
2018-07-15,28,False
2018-07-22,28,False
2018-07-29,27,False
2018-08-05,26,False
2018-08-12,26,False
2018-08-19,27,False
2018-08-26,27,False
2018-09-02,0,False
2018-09-09,40,False
2018-09-16,40,False
2018-09-23,41,False
2018-09-30,57,False
2018-10-07,56,False
2018-10-14,27,False
2018-10-21,26,False
2018-10-28,43,False
2018-11-04,100,False
2018-11-11,43,False
2018-11-18,25,False
2018-11-25,43,False
2018-12-02,51,False
2018-12-09,26,False
2018-12-16,40,False
2018-12-23,28,False
2018-12-30,35,False
2019-01-06,24,False
2019-01-13,24,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,49,False
2019-02-10,50,False
2019-02-17,25,False
2019-02-24,40,False
2019-03-03,50,False
2019-03-10,36,False
2019-03-17,52,False
2019-03-24,26,False
2019-03-31,35,False
2019-04-07,51,False
2019-04-14,40,False
2019-04-21,26,False
2019-04-28,26,False
2019-05-05,49,False
2019-05-12,77,False
2019-05-19,25,False
2019-05-26,25,False
2019-06-02,25,False
2019-06-09,25,False
2019-06-16,26,False
2019-06-23,0,False
2019-06-30,39,False
2019-07-07,35,False
2019-07-14,27,False
2019-07-21,56,False
2019-07-28,54,False
2019-08-04,26,False
2019-08-11,33,False
2019-08-18,25,False
2019-08-25,25,False
2019-09-01,33,False
2019-09-08,0,False
2019-09-15,26,False
2019-09-22,25,False
2019-09-29,25,False
2019-10-06,24,False
2019-10-13,48,False
2019-10-20,24,False
2019-10-27,31,False
2019-11-03,57,False
2019-11-10,23,False
2019-11-17,54,False
2019-11-24,53,False
2019-12-01,23,False
2019-12-08,23,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,36,False
2020-01-05,37,False
2020-01-12,43,False
2020-01-19,22,False
2020-01-26,22,False
2020-02-02,44,False
2020-02-09,43,False
2020-02-16,35,False
2020-02-23,32,False
2020-03-01,32,False
2020-03-08,27,False
2020-03-15,19,False
2020-03-22,46,False
2020-03-29,25,False
2020-04-05,62,False
2020-04-12,59,False
2020-04-19,19,False
2020-04-26,19,False
2020-05-03,29,False
2020-05-10,19,False
