date,peinados de novia,isPartial
2018-01-07,20,False
2018-01-14,0,False
2018-01-21,29,False
2018-01-28,29,False
2018-02-04,28,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,19,False
2018-03-04,0,False
2018-03-11,38,False
2018-03-18,19,False
2018-03-25,21,False
2018-04-01,30,False
2018-04-08,18,False
2018-04-15,19,False
2018-04-22,19,False
2018-04-29,19,False
2018-05-06,18,False
2018-05-13,19,False
2018-05-20,20,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,18,False
2018-06-17,20,False
2018-06-24,20,False
2018-07-01,0,False
2018-07-08,19,False
2018-07-15,19,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,20,False
2018-08-12,21,False
2018-08-19,32,False
2018-08-26,20,False
2018-09-02,19,False
2018-09-09,20,False
2018-09-16,37,False
2018-09-23,19,False
2018-09-30,0,False
2018-10-07,38,False
2018-10-14,37,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,19,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,19,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,19,False
2019-01-20,36,False
2019-01-27,18,False
2019-02-03,0,False
2019-02-10,19,False
2019-02-17,28,False
2019-02-24,38,False
2019-03-03,0,False
2019-03-10,19,False
2019-03-17,28,False
2019-03-24,19,False
2019-03-31,27,False
2019-04-07,18,False
2019-04-14,100,False
2019-04-21,0,False
2019-04-28,36,False
2019-05-05,18,False
2019-05-12,18,False
2019-05-19,17,False
2019-05-26,35,False
2019-06-02,35,False
2019-06-09,27,False
2019-06-16,18,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,19,False
2019-07-28,0,False
2019-08-04,20,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,54,False
2019-09-08,35,False
2019-09-15,17,False
2019-09-22,26,False
2019-09-29,0,False
2019-10-06,17,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,18,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,18,False
2019-12-15,0,False
2019-12-22,20,False
2019-12-29,0,False
2020-01-05,35,False
2020-01-12,32,False
2020-01-19,16,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,0,False
2020-02-16,25,False
2020-02-23,16,False
2020-03-01,16,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,26,True
