date,Maquillaje,isPartial
2018-01-07,10,False
2018-01-14,9,False
2018-01-21,18,False
2018-01-28,23,False
2018-02-04,32,False
2018-02-11,17,False
2018-02-18,24,False
2018-02-25,14,False
2018-03-04,17,False
2018-03-11,13,False
2018-03-18,13,False
2018-03-25,11,False
2018-04-01,19,False
2018-04-08,11,False
2018-04-15,11,False
2018-04-22,15,False
2018-04-29,14,False
2018-05-06,13,False
2018-05-13,15,False
2018-05-20,16,False
2018-05-27,11,False
2018-06-03,11,False
2018-06-10,9,False
2018-06-17,10,False
2018-06-24,8,False
2018-07-01,9,False
2018-07-08,10,False
2018-07-15,9,False
2018-07-22,9,False
2018-07-29,13,False
2018-08-05,11,False
2018-08-12,11,False
2018-08-19,12,False
2018-08-26,10,False
2018-09-02,15,False
2018-09-09,13,False
2018-09-16,13,False
2018-09-23,15,False
2018-09-30,23,False
2018-10-07,18,False
2018-10-14,20,False
2018-10-21,32,False
2018-10-28,88,False
2018-11-04,16,False
2018-11-11,12,False
2018-11-18,17,False
2018-11-25,12,False
2018-12-02,16,False
2018-12-09,24,False
2018-12-16,20,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,12,False
2019-01-13,10,False
2019-01-20,9,False
2019-01-27,10,False
2019-02-03,17,False
2019-02-10,15,False
2019-02-17,18,False
2019-02-24,38,False
2019-03-03,24,False
2019-03-10,14,False
2019-03-17,11,False
2019-03-24,16,False
2019-03-31,12,False
2019-04-07,9,False
2019-04-14,12,False
2019-04-21,12,False
2019-04-28,16,False
2019-05-05,12,False
2019-05-12,16,False
2019-05-19,12,False
2019-05-26,15,False
2019-06-02,10,False
2019-06-09,17,False
2019-06-16,18,False
2019-06-23,8,False
2019-06-30,11,False
2019-07-07,13,False
2019-07-14,13,False
2019-07-21,8,False
2019-07-28,13,False
2019-08-04,12,False
2019-08-11,15,False
2019-08-18,15,False
2019-08-25,24,False
2019-09-01,17,False
2019-09-08,12,False
2019-09-15,11,False
2019-09-22,17,False
2019-09-29,18,False
2019-10-06,15,False
2019-10-13,19,False
2019-10-20,30,False
2019-10-27,100,False
2019-11-03,16,False
2019-11-10,12,False
2019-11-17,15,False
2019-11-24,18,False
2019-12-01,21,False
2019-12-08,23,False
2019-12-15,25,False
2019-12-22,26,False
2019-12-29,30,False
2020-01-05,14,False
2020-01-12,8,False
2020-01-19,16,False
2020-01-26,14,False
2020-02-02,19,False
2020-02-09,19,False
2020-02-16,41,False
2020-02-23,22,False
2020-03-01,17,False
2020-03-08,7,False
2020-03-15,9,False
2020-03-22,9,False
2020-03-29,12,False
2020-04-05,14,False
2020-04-12,11,True
