date,Maquillaje,isPartial
2018-01-07,16,False
2018-01-14,19,False
2018-01-21,20,False
2018-01-28,24,False
2018-02-04,60,False
2018-02-11,39,False
2018-02-18,18,False
2018-02-25,17,False
2018-03-04,16,False
2018-03-11,14,False
2018-03-18,16,False
2018-03-25,16,False
2018-04-01,16,False
2018-04-08,15,False
2018-04-15,15,False
2018-04-22,14,False
2018-04-29,16,False
2018-05-06,14,False
2018-05-13,15,False
2018-05-20,14,False
2018-05-27,16,False
2018-06-03,16,False
2018-06-10,15,False
2018-06-17,15,False
2018-06-24,13,False
2018-07-01,14,False
2018-07-08,13,False
2018-07-15,13,False
2018-07-22,13,False
2018-07-29,13,False
2018-08-05,13,False
2018-08-12,14,False
2018-08-19,14,False
2018-08-26,15,False
2018-09-02,15,False
2018-09-09,15,False
2018-09-16,15,False
2018-09-23,15,False
2018-09-30,16,False
2018-10-07,19,False
2018-10-14,23,False
2018-10-21,37,False
2018-10-28,86,False
2018-11-04,17,False
2018-11-11,16,False
2018-11-18,18,False
2018-11-25,18,False
2018-12-02,20,False
2018-12-09,20,False
2018-12-16,23,False
2018-12-23,26,False
2018-12-30,25,False
2019-01-06,16,False
2019-01-13,15,False
2019-01-20,15,False
2019-01-27,18,False
2019-02-03,17,False
2019-02-10,18,False
2019-02-17,24,False
2019-02-24,60,False
2019-03-03,34,False
2019-03-10,16,False
2019-03-17,16,False
2019-03-24,15,False
2019-03-31,15,False
2019-04-07,17,False
2019-04-14,13,False
2019-04-21,16,False
2019-04-28,16,False
2019-05-05,17,False
2019-05-12,15,False
2019-05-19,15,False
2019-05-26,14,False
2019-06-02,13,False
2019-06-09,15,False
2019-06-16,15,False
2019-06-23,14,False
2019-06-30,12,False
2019-07-07,12,False
2019-07-14,14,False
2019-07-21,13,False
2019-07-28,13,False
2019-08-04,14,False
2019-08-11,13,False
2019-08-18,14,False
2019-08-25,15,False
2019-09-01,13,False
2019-09-08,14,False
2019-09-15,14,False
2019-09-22,15,False
2019-09-29,16,False
2019-10-06,17,False
2019-10-13,19,False
2019-10-20,29,False
2019-10-27,100,False
2019-11-03,16,False
2019-11-10,14,False
2019-11-17,16,False
2019-11-24,18,False
2019-12-01,18,False
2019-12-08,23,False
2019-12-15,23,False
2019-12-22,25,False
2019-12-29,29,False
2020-01-05,17,False
2020-01-12,16,False
2020-01-19,16,False
2020-01-26,17,False
2020-02-02,18,False
2020-02-09,23,False
2020-02-16,60,False
2020-02-23,31,False
2020-03-01,16,False
2020-03-08,11,False
2020-03-15,10,False
2020-03-22,11,False
2020-03-29,13,False
2020-04-05,17,False
2020-04-12,16,True
