date,Maquillaje,isPartial
2018-01-07,15,False
2018-01-14,15,False
2018-01-21,16,False
2018-01-28,18,False
2018-02-04,34,False
2018-02-11,25,False
2018-02-18,16,False
2018-02-25,16,False
2018-03-04,13,False
2018-03-11,12,False
2018-03-18,16,False
2018-03-25,19,False
2018-04-01,14,False
2018-04-08,15,False
2018-04-15,14,False
2018-04-22,12,False
2018-04-29,17,False
2018-05-06,17,False
2018-05-13,14,False
2018-05-20,14,False
2018-05-27,14,False
2018-06-03,16,False
2018-06-10,15,False
2018-06-17,14,False
2018-06-24,12,False
2018-07-01,15,False
2018-07-08,13,False
2018-07-15,11,False
2018-07-22,17,False
2018-07-29,13,False
2018-08-05,11,False
2018-08-12,16,False
2018-08-19,15,False
2018-08-26,14,False
2018-09-02,16,False
2018-09-09,14,False
2018-09-16,17,False
2018-09-23,14,False
2018-09-30,17,False
2018-10-07,19,False
2018-10-14,22,False
2018-10-21,39,False
2018-10-28,89,False
2018-11-04,17,False
2018-11-11,14,False
2018-11-18,18,False
2018-11-25,17,False
2018-12-02,22,False
2018-12-09,19,False
2018-12-16,20,False
2018-12-23,22,False
2018-12-30,26,False
2019-01-06,16,False
2019-01-13,15,False
2019-01-20,13,False
2019-01-27,17,False
2019-02-03,18,False
2019-02-10,17,False
2019-02-17,19,False
2019-02-24,38,False
2019-03-03,19,False
2019-03-10,15,False
2019-03-17,12,False
2019-03-24,15,False
2019-03-31,13,False
2019-04-07,18,False
2019-04-14,12,False
2019-04-21,16,False
2019-04-28,16,False
2019-05-05,17,False
2019-05-12,15,False
2019-05-19,16,False
2019-05-26,12,False
2019-06-02,14,False
2019-06-09,15,False
2019-06-16,15,False
2019-06-23,12,False
2019-06-30,12,False
2019-07-07,12,False
2019-07-14,12,False
2019-07-21,15,False
2019-07-28,12,False
2019-08-04,12,False
2019-08-11,15,False
2019-08-18,13,False
2019-08-25,15,False
2019-09-01,14,False
2019-09-08,12,False
2019-09-15,13,False
2019-09-22,16,False
2019-09-29,16,False
2019-10-06,17,False
2019-10-13,20,False
2019-10-20,32,False
2019-10-27,100,False
2019-11-03,15,False
2019-11-10,13,False
2019-11-17,15,False
2019-11-24,16,False
2019-12-01,19,False
2019-12-08,23,False
2019-12-15,20,False
2019-12-22,23,False
2019-12-29,26,False
2020-01-05,15,False
2020-01-12,12,False
2020-01-19,15,False
2020-01-26,16,False
2020-02-02,16,False
2020-02-09,18,False
2020-02-16,36,False
2020-02-23,18,False
2020-03-01,17,False
2020-03-08,10,False
2020-03-15,9,False
2020-03-22,12,False
2020-03-29,12,False
2020-04-05,14,False
2020-04-12,14,True
