date,Maquillaje,isPartial
2018-01-07,12,False
2018-01-14,19,False
2018-01-21,16,False
2018-01-28,21,False
2018-02-04,50,False
2018-02-11,31,False
2018-02-18,17,False
2018-02-25,16,False
2018-03-04,15,False
2018-03-11,12,False
2018-03-18,15,False
2018-03-25,16,False
2018-04-01,12,False
2018-04-08,15,False
2018-04-15,14,False
2018-04-22,14,False
2018-04-29,11,False
2018-05-06,15,False
2018-05-13,12,False
2018-05-20,14,False
2018-05-27,15,False
2018-06-03,18,False
2018-06-10,10,False
2018-06-17,14,False
2018-06-24,12,False
2018-07-01,12,False
2018-07-08,13,False
2018-07-15,15,False
2018-07-22,13,False
2018-07-29,15,False
2018-08-05,11,False
2018-08-12,16,False
2018-08-19,14,False
2018-08-26,15,False
2018-09-02,10,False
2018-09-09,12,False
2018-09-16,16,False
2018-09-23,16,False
2018-09-30,13,False
2018-10-07,17,False
2018-10-14,25,False
2018-10-21,40,False
2018-10-28,88,False
2018-11-04,16,False
2018-11-11,20,False
2018-11-18,16,False
2018-11-25,19,False
2018-12-02,14,False
2018-12-09,15,False
2018-12-16,19,False
2018-12-23,23,False
2018-12-30,21,False
2019-01-06,13,False
2019-01-13,12,False
2019-01-20,14,False
2019-01-27,16,False
2019-02-03,14,False
2019-02-10,18,False
2019-02-17,19,False
2019-02-24,60,False
2019-03-03,38,False
2019-03-10,18,False
2019-03-17,13,False
2019-03-24,14,False
2019-03-31,13,False
2019-04-07,19,False
2019-04-14,13,False
2019-04-21,13,False
2019-04-28,14,False
2019-05-05,15,False
2019-05-12,12,False
2019-05-19,10,False
2019-05-26,10,False
2019-06-02,11,False
2019-06-09,13,False
2019-06-16,13,False
2019-06-23,14,False
2019-06-30,11,False
2019-07-07,11,False
2019-07-14,14,False
2019-07-21,13,False
2019-07-28,16,False
2019-08-04,11,False
2019-08-11,16,False
2019-08-18,13,False
2019-08-25,15,False
2019-09-01,14,False
2019-09-08,14,False
2019-09-15,15,False
2019-09-22,14,False
2019-09-29,10,False
2019-10-06,15,False
2019-10-13,18,False
2019-10-20,28,False
2019-10-27,100,False
2019-11-03,17,False
2019-11-10,15,False
2019-11-17,18,False
2019-11-24,17,False
2019-12-01,18,False
2019-12-08,20,False
2019-12-15,25,False
2019-12-22,20,False
2019-12-29,29,False
2020-01-05,12,False
2020-01-12,12,False
2020-01-19,14,False
2020-01-26,14,False
2020-02-02,20,False
2020-02-09,22,False
2020-02-16,56,False
2020-02-23,32,False
2020-03-01,12,False
2020-03-08,11,False
2020-03-15,7,False
2020-03-22,10,False
2020-03-29,10,False
2020-04-05,18,False
2020-04-12,12,True
