date,Maquillaje,isPartial
2018-01-07,13,False
2018-01-14,16,False
2018-01-21,17,False
2018-01-28,19,False
2018-02-04,40,False
2018-02-11,25,False
2018-02-18,20,False
2018-02-25,21,False
2018-03-04,19,False
2018-03-11,14,False
2018-03-18,17,False
2018-03-25,20,False
2018-04-01,17,False
2018-04-08,19,False
2018-04-15,16,False
2018-04-22,15,False
2018-04-29,17,False
2018-05-06,14,False
2018-05-13,17,False
2018-05-20,21,False
2018-05-27,14,False
2018-06-03,16,False
2018-06-10,15,False
2018-06-17,14,False
2018-06-24,15,False
2018-07-01,13,False
2018-07-08,13,False
2018-07-15,15,False
2018-07-22,12,False
2018-07-29,13,False
2018-08-05,14,False
2018-08-12,18,False
2018-08-19,15,False
2018-08-26,18,False
2018-09-02,13,False
2018-09-09,15,False
2018-09-16,15,False
2018-09-23,14,False
2018-09-30,16,False
2018-10-07,20,False
2018-10-14,25,False
2018-10-21,42,False
2018-10-28,89,False
2018-11-04,17,False
2018-11-11,16,False
2018-11-18,16,False
2018-11-25,19,False
2018-12-02,18,False
2018-12-09,19,False
2018-12-16,22,False
2018-12-23,25,False
2018-12-30,22,False
2019-01-06,17,False
2019-01-13,18,False
2019-01-20,13,False
2019-01-27,18,False
2019-02-03,19,False
2019-02-10,17,False
2019-02-17,26,False
2019-02-24,46,False
2019-03-03,23,False
2019-03-10,14,False
2019-03-17,14,False
2019-03-24,16,False
2019-03-31,17,False
2019-04-07,15,False
2019-04-14,15,False
2019-04-21,16,False
2019-04-28,15,False
2019-05-05,17,False
2019-05-12,15,False
2019-05-19,16,False
2019-05-26,15,False
2019-06-02,14,False
2019-06-09,17,False
2019-06-16,18,False
2019-06-23,15,False
2019-06-30,11,False
2019-07-07,14,False
2019-07-14,15,False
2019-07-21,11,False
2019-07-28,12,False
2019-08-04,12,False
2019-08-11,13,False
2019-08-18,18,False
2019-08-25,14,False
2019-09-01,13,False
2019-09-08,14,False
2019-09-15,15,False
2019-09-22,18,False
2019-09-29,18,False
2019-10-06,19,False
2019-10-13,19,False
2019-10-20,28,False
2019-10-27,100,False
2019-11-03,15,False
2019-11-10,14,False
2019-11-17,15,False
2019-11-24,16,False
2019-12-01,21,False
2019-12-08,24,False
2019-12-15,25,False
2019-12-22,25,False
2019-12-29,24,False
2020-01-05,16,False
2020-01-12,13,False
2020-01-19,15,False
2020-01-26,19,False
2020-02-02,16,False
2020-02-09,22,False
2020-02-16,45,False
2020-02-23,20,False
2020-03-01,16,False
2020-03-08,12,False
2020-03-15,10,False
2020-03-22,10,False
2020-03-29,11,False
2020-04-05,17,False
2020-04-12,17,True
