date,Maquillaje,isPartial
2018-01-07,13,False
2018-01-14,16,False
2018-01-21,22,False
2018-01-28,20,False
2018-02-04,89,False
2018-02-11,45,False
2018-02-18,12,False
2018-02-25,11,False
2018-03-04,17,False
2018-03-11,10,False
2018-03-18,12,False
2018-03-25,17,False
2018-04-01,11,False
2018-04-08,8,False
2018-04-15,10,False
2018-04-22,14,False
2018-04-29,9,False
2018-05-06,12,False
2018-05-13,10,False
2018-05-20,9,False
2018-05-27,10,False
2018-06-03,14,False
2018-06-10,16,False
2018-06-17,12,False
2018-06-24,13,False
2018-07-01,14,False
2018-07-08,12,False
2018-07-15,10,False
2018-07-22,14,False
2018-07-29,8,False
2018-08-05,7,False
2018-08-12,10,False
2018-08-19,14,False
2018-08-26,12,False
2018-09-02,11,False
2018-09-09,13,False
2018-09-16,9,False
2018-09-23,14,False
2018-09-30,15,False
2018-10-07,18,False
2018-10-14,14,False
2018-10-21,27,False
2018-10-28,80,False
2018-11-04,13,False
2018-11-11,16,False
2018-11-18,14,False
2018-11-25,19,False
2018-12-02,18,False
2018-12-09,20,False
2018-12-16,21,False
2018-12-23,24,False
2018-12-30,21,False
2019-01-06,13,False
2019-01-13,12,False
2019-01-20,14,False
2019-01-27,13,False
2019-02-03,17,False
2019-02-10,17,False
2019-02-17,24,False
2019-02-24,100,False
2019-03-03,45,False
2019-03-10,16,False
2019-03-17,15,False
2019-03-24,13,False
2019-03-31,11,False
2019-04-07,11,False
2019-04-14,10,False
2019-04-21,10,False
2019-04-28,10,False
2019-05-05,9,False
2019-05-12,10,False
2019-05-19,12,False
2019-05-26,8,False
2019-06-02,10,False
2019-06-09,12,False
2019-06-16,10,False
2019-06-23,9,False
2019-06-30,11,False
2019-07-07,10,False
2019-07-14,8,False
2019-07-21,7,False
2019-07-28,9,False
2019-08-04,12,False
2019-08-11,10,False
2019-08-18,10,False
2019-08-25,16,False
2019-09-01,13,False
2019-09-08,11,False
2019-09-15,9,False
2019-09-22,12,False
2019-09-29,15,False
2019-10-06,11,False
2019-10-13,15,False
2019-10-20,25,False
2019-10-27,100,False
2019-11-03,16,False
2019-11-10,13,False
2019-11-17,9,False
2019-11-24,13,False
2019-12-01,14,False
2019-12-08,20,False
2019-12-15,19,False
2019-12-22,21,False
2019-12-29,24,False
2020-01-05,13,False
2020-01-12,11,False
2020-01-19,17,False
2020-01-26,15,False
2020-02-02,16,False
2020-02-09,25,False
2020-02-16,83,False
2020-02-23,47,False
2020-03-01,10,False
2020-03-08,6,False
2020-03-15,12,False
2020-03-22,9,False
2020-03-29,9,False
2020-04-05,13,False
2020-04-12,9,True
