date,Maquillaje,isPartial
2018-01-07,8,False
2018-01-14,32,False
2018-01-21,19,False
2018-01-28,10,False
2018-02-04,33,False
2018-02-11,29,False
2018-02-18,19,False
2018-02-25,16,False
2018-03-04,23,False
2018-03-11,10,False
2018-03-18,21,False
2018-03-25,11,False
2018-04-01,7,False
2018-04-08,6,False
2018-04-15,7,False
2018-04-22,13,False
2018-04-29,19,False
2018-05-06,3,False
2018-05-13,5,False
2018-05-20,11,False
2018-05-27,16,False
2018-06-03,11,False
2018-06-10,20,False
2018-06-17,11,False
2018-06-24,18,False
2018-07-01,5,False
2018-07-08,12,False
2018-07-15,15,False
2018-07-22,8,False
2018-07-29,20,False
2018-08-05,11,False
2018-08-12,11,False
2018-08-19,13,False
2018-08-26,16,False
2018-09-02,8,False
2018-09-09,18,False
2018-09-16,23,False
2018-09-23,21,False
2018-09-30,11,False
2018-10-07,15,False
2018-10-14,17,False
2018-10-21,29,False
2018-10-28,66,False
2018-11-04,11,False
2018-11-11,8,False
2018-11-18,17,False
2018-11-25,18,False
2018-12-02,22,False
2018-12-09,16,False
2018-12-16,25,False
2018-12-23,24,False
2018-12-30,58,False
2019-01-06,17,False
2019-01-13,8,False
2019-01-20,18,False
2019-01-27,19,False
2019-02-03,12,False
2019-02-10,18,False
2019-02-17,27,False
2019-02-24,36,False
2019-03-03,25,False
2019-03-10,25,False
2019-03-17,14,False
2019-03-24,16,False
2019-03-31,6,False
2019-04-07,14,False
2019-04-14,8,False
2019-04-21,16,False
2019-04-28,23,False
2019-05-05,9,False
2019-05-12,12,False
2019-05-19,10,False
2019-05-26,7,False
2019-06-02,9,False
2019-06-09,15,False
2019-06-16,13,False
2019-06-23,10,False
2019-06-30,14,False
2019-07-07,11,False
2019-07-14,5,False
2019-07-21,19,False
2019-07-28,7,False
2019-08-04,9,False
2019-08-11,17,False
2019-08-18,10,False
2019-08-25,22,False
2019-09-01,12,False
2019-09-08,14,False
2019-09-15,11,False
2019-09-22,15,False
2019-09-29,14,False
2019-10-06,11,False
2019-10-13,21,False
2019-10-20,26,False
2019-10-27,100,False
2019-11-03,14,False
2019-11-10,13,False
2019-11-17,15,False
2019-11-24,11,False
2019-12-01,24,False
2019-12-08,20,False
2019-12-15,32,False
2019-12-22,20,False
2019-12-29,56,False
2020-01-05,23,False
2020-01-12,16,False
2020-01-19,6,False
2020-01-26,17,False
2020-02-02,26,False
2020-02-09,17,False
2020-02-16,35,False
2020-02-23,21,False
2020-03-01,19,False
2020-03-08,9,False
2020-03-15,10,False
2020-03-22,10,False
2020-03-29,11,False
2020-04-05,18,False
2020-04-12,21,True
