date,Maquillaje,isPartial
2018-01-07,14,False
2018-01-14,14,False
2018-01-21,15,False
2018-01-28,23,False
2018-02-04,50,False
2018-02-11,100,False
2018-02-18,18,False
2018-02-25,18,False
2018-03-04,26,False
2018-03-11,12,False
2018-03-18,11,False
2018-03-25,12,False
2018-04-01,10,False
2018-04-08,5,False
2018-04-15,9,False
2018-04-22,10,False
2018-04-29,10,False
2018-05-06,12,False
2018-05-13,13,False
2018-05-20,16,False
2018-05-27,11,False
2018-06-03,10,False
2018-06-10,13,False
2018-06-17,8,False
2018-06-24,9,False
2018-07-01,9,False
2018-07-08,14,False
2018-07-15,11,False
2018-07-22,7,False
2018-07-29,12,False
2018-08-05,12,False
2018-08-12,11,False
2018-08-19,14,False
2018-08-26,10,False
2018-09-02,12,False
2018-09-09,10,False
2018-09-16,14,False
2018-09-23,11,False
2018-09-30,11,False
2018-10-07,16,False
2018-10-14,16,False
2018-10-21,17,False
2018-10-28,60,False
2018-11-04,11,False
2018-11-11,12,False
2018-11-18,10,False
2018-11-25,13,False
2018-12-02,14,False
2018-12-09,12,False
2018-12-16,13,False
2018-12-23,18,False
2018-12-30,13,False
2019-01-06,8,False
2019-01-13,11,False
2019-01-20,11,False
2019-01-27,11,False
2019-02-03,10,False
2019-02-10,11,False
2019-02-17,23,False
2019-02-24,58,False
2019-03-03,75,False
2019-03-10,20,False
2019-03-17,22,False
2019-03-24,15,False
2019-03-31,9,False
2019-04-07,7,False
2019-04-14,7,False
2019-04-21,15,False
2019-04-28,14,False
2019-05-05,8,False
2019-05-12,11,False
2019-05-19,8,False
2019-05-26,8,False
2019-06-02,9,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,7,False
2019-06-30,11,False
2019-07-07,8,False
2019-07-14,8,False
2019-07-21,8,False
2019-07-28,9,False
2019-08-04,12,False
2019-08-11,7,False
2019-08-18,11,False
2019-08-25,9,False
2019-09-01,12,False
2019-09-08,11,False
2019-09-15,10,False
2019-09-22,12,False
2019-09-29,14,False
2019-10-06,10,False
2019-10-13,15,False
2019-10-20,19,False
2019-10-27,61,False
2019-11-03,12,False
2019-11-10,13,False
2019-11-17,10,False
2019-11-24,12,False
2019-12-01,16,False
2019-12-08,15,False
2019-12-15,15,False
2019-12-22,13,False
2019-12-29,22,False
2020-01-05,10,False
2020-01-12,14,False
2020-01-19,8,False
2020-01-26,10,False
2020-02-02,14,False
2020-02-09,25,False
2020-02-16,43,False
2020-02-23,66,False
2020-03-01,21,False
2020-03-08,11,False
2020-03-15,9,False
2020-03-22,11,False
2020-03-29,10,False
2020-04-05,12,False
2020-04-12,10,True
