date,Maquillaje,isPartial
2018-01-07,11,False
2018-01-14,20,False
2018-01-21,18,False
2018-01-28,29,False
2018-02-04,47,False
2018-02-11,36,False
2018-02-18,17,False
2018-02-25,14,False
2018-03-04,22,False
2018-03-11,10,False
2018-03-18,17,False
2018-03-25,20,False
2018-04-01,10,False
2018-04-08,12,False
2018-04-15,18,False
2018-04-22,16,False
2018-04-29,12,False
2018-05-06,14,False
2018-05-13,12,False
2018-05-20,16,False
2018-05-27,13,False
2018-06-03,16,False
2018-06-10,14,False
2018-06-17,13,False
2018-06-24,17,False
2018-07-01,8,False
2018-07-08,11,False
2018-07-15,14,False
2018-07-22,14,False
2018-07-29,21,False
2018-08-05,11,False
2018-08-12,16,False
2018-08-19,13,False
2018-08-26,13,False
2018-09-02,14,False
2018-09-09,10,False
2018-09-16,11,False
2018-09-23,12,False
2018-09-30,21,False
2018-10-07,19,False
2018-10-14,24,False
2018-10-21,36,False
2018-10-28,100,False
2018-11-04,15,False
2018-11-11,14,False
2018-11-18,15,False
2018-11-25,16,False
2018-12-02,17,False
2018-12-09,16,False
2018-12-16,23,False
2018-12-23,22,False
2018-12-30,23,False
2019-01-06,13,False
2019-01-13,12,False
2019-01-20,11,False
2019-01-27,17,False
2019-02-03,16,False
2019-02-10,18,False
2019-02-17,23,False
2019-02-24,46,False
2019-03-03,28,False
2019-03-10,17,False
2019-03-17,14,False
2019-03-24,13,False
2019-03-31,19,False
2019-04-07,12,False
2019-04-14,13,False
2019-04-21,17,False
2019-04-28,12,False
2019-05-05,15,False
2019-05-12,16,False
2019-05-19,11,False
2019-05-26,8,False
2019-06-02,11,False
2019-06-09,18,False
2019-06-16,19,False
2019-06-23,13,False
2019-06-30,7,False
2019-07-07,10,False
2019-07-14,8,False
2019-07-21,15,False
2019-07-28,11,False
2019-08-04,13,False
2019-08-11,13,False
2019-08-18,11,False
2019-08-25,12,False
2019-09-01,16,False
2019-09-08,14,False
2019-09-15,16,False
2019-09-22,13,False
2019-09-29,22,False
2019-10-06,20,False
2019-10-13,18,False
2019-10-20,20,False
2019-10-27,95,False
2019-11-03,13,False
2019-11-10,16,False
2019-11-17,15,False
2019-11-24,21,False
2019-12-01,18,False
2019-12-08,21,False
2019-12-15,19,False
2019-12-22,23,False
2019-12-29,20,False
2020-01-05,9,False
2020-01-12,19,False
2020-01-19,12,False
2020-01-26,21,False
2020-02-02,15,False
2020-02-09,21,False
2020-02-16,44,False
2020-02-23,34,False
2020-03-01,16,False
2020-03-08,7,False
2020-03-15,10,False
2020-03-22,12,False
2020-03-29,7,False
2020-04-05,11,False
2020-04-12,18,True
