date,Maquillaje,isPartial
2018-01-07,16,False
2018-01-14,13,False
2018-01-21,36,False
2018-01-28,18,False
2018-02-04,44,False
2018-02-11,33,False
2018-02-18,25,False
2018-02-25,18,False
2018-03-04,15,False
2018-03-11,18,False
2018-03-18,16,False
2018-03-25,17,False
2018-04-01,15,False
2018-04-08,19,False
2018-04-15,7,False
2018-04-22,9,False
2018-04-29,16,False
2018-05-06,9,False
2018-05-13,18,False
2018-05-20,19,False
2018-05-27,20,False
2018-06-03,20,False
2018-06-10,10,False
2018-06-17,15,False
2018-06-24,11,False
2018-07-01,9,False
2018-07-08,9,False
2018-07-15,8,False
2018-07-22,18,False
2018-07-29,7,False
2018-08-05,14,False
2018-08-12,16,False
2018-08-19,16,False
2018-08-26,17,False
2018-09-02,15,False
2018-09-09,15,False
2018-09-16,14,False
2018-09-23,21,False
2018-09-30,8,False
2018-10-07,13,False
2018-10-14,29,False
2018-10-21,41,False
2018-10-28,82,False
2018-11-04,11,False
2018-11-11,28,False
2018-11-18,19,False
2018-11-25,16,False
2018-12-02,24,False
2018-12-09,26,False
2018-12-16,23,False
2018-12-23,27,False
2018-12-30,19,False
2019-01-06,16,False
2019-01-13,11,False
2019-01-20,17,False
2019-01-27,13,False
2019-02-03,24,False
2019-02-10,28,False
2019-02-17,19,False
2019-02-24,57,False
2019-03-03,27,False
2019-03-10,25,False
2019-03-17,15,False
2019-03-24,16,False
2019-03-31,5,False
2019-04-07,20,False
2019-04-14,14,False
2019-04-21,19,False
2019-04-28,17,False
2019-05-05,15,False
2019-05-12,5,False
2019-05-19,12,False
2019-05-26,10,False
2019-06-02,24,False
2019-06-09,12,False
2019-06-16,12,False
2019-06-23,11,False
2019-06-30,4,False
2019-07-07,8,False
2019-07-14,9,False
2019-07-21,11,False
2019-07-28,10,False
2019-08-04,10,False
2019-08-11,15,False
2019-08-18,12,False
2019-08-25,11,False
2019-09-01,4,False
2019-09-08,7,False
2019-09-15,12,False
2019-09-22,19,False
2019-09-29,21,False
2019-10-06,26,False
2019-10-13,17,False
2019-10-20,41,False
2019-10-27,100,False
2019-11-03,11,False
2019-11-10,18,False
2019-11-17,15,False
2019-11-24,15,False
2019-12-01,16,False
2019-12-08,18,False
2019-12-15,24,False
2019-12-22,27,False
2019-12-29,25,False
2020-01-05,20,False
2020-01-12,18,False
2020-01-19,15,False
2020-01-26,23,False
2020-02-02,24,False
2020-02-09,12,False
2020-02-16,35,False
2020-02-23,29,False
2020-03-01,16,False
2020-03-08,12,False
2020-03-15,2,False
2020-03-22,8,False
2020-03-29,10,False
2020-04-05,6,False
2020-04-12,16,True
