date,Maquillaje,isPartial
2018-01-07,10,False
2018-01-14,15,False
2018-01-21,18,False
2018-01-28,17,False
2018-02-04,42,False
2018-02-11,22,False
2018-02-18,21,False
2018-02-25,5,False
2018-03-04,5,False
2018-03-11,10,False
2018-03-18,12,False
2018-03-25,15,False
2018-04-01,10,False
2018-04-08,8,False
2018-04-15,10,False
2018-04-22,11,False
2018-04-29,13,False
2018-05-06,7,False
2018-05-13,7,False
2018-05-20,11,False
2018-05-27,6,False
2018-06-03,13,False
2018-06-10,10,False
2018-06-17,9,False
2018-06-24,8,False
2018-07-01,11,False
2018-07-08,9,False
2018-07-15,6,False
2018-07-22,7,False
2018-07-29,5,False
2018-08-05,6,False
2018-08-12,13,False
2018-08-19,10,False
2018-08-26,9,False
2018-09-02,13,False
2018-09-09,10,False
2018-09-16,7,False
2018-09-23,15,False
2018-09-30,9,False
2018-10-07,12,False
2018-10-14,14,False
2018-10-21,27,False
2018-10-28,60,False
2018-11-04,11,False
2018-11-11,8,False
2018-11-18,16,False
2018-11-25,10,False
2018-12-02,19,False
2018-12-09,22,False
2018-12-16,14,False
2018-12-23,13,False
2018-12-30,17,False
2019-01-06,8,False
2019-01-13,11,False
2019-01-20,8,False
2019-01-27,17,False
2019-02-03,12,False
2019-02-10,18,False
2019-02-17,19,False
2019-02-24,62,False
2019-03-03,19,False
2019-03-10,10,False
2019-03-17,7,False
2019-03-24,12,False
2019-03-31,7,False
2019-04-07,13,False
2019-04-14,10,False
2019-04-21,12,False
2019-04-28,6,False
2019-05-05,10,False
2019-05-12,9,False
2019-05-19,14,False
2019-05-26,10,False
2019-06-02,9,False
2019-06-09,5,False
2019-06-16,9,False
2019-06-23,8,False
2019-06-30,8,False
2019-07-07,3,False
2019-07-14,13,False
2019-07-21,7,False
2019-07-28,7,False
2019-08-04,7,False
2019-08-11,5,False
2019-08-18,6,False
2019-08-25,10,False
2019-09-01,11,False
2019-09-08,10,False
2019-09-15,11,False
2019-09-22,10,False
2019-09-29,9,False
2019-10-06,12,False
2019-10-13,16,False
2019-10-20,20,False
2019-10-27,100,False
2019-11-03,9,False
2019-11-10,10,False
2019-11-17,8,False
2019-11-24,8,False
2019-12-01,17,False
2019-12-08,17,False
2019-12-15,12,False
2019-12-22,11,False
2019-12-29,18,False
2020-01-05,7,False
2020-01-12,17,False
2020-01-19,11,False
2020-01-26,10,False
2020-02-02,19,False
2020-02-09,20,False
2020-02-16,57,False
2020-02-23,17,False
2020-03-01,13,False
2020-03-08,11,False
2020-03-15,7,False
2020-03-22,10,False
2020-03-29,12,False
2020-04-05,11,False
2020-04-12,17,True
