date,partecipazioni,isPartial
2018-01-07,83,False
2018-01-14,94,False
2018-01-21,41,False
2018-01-28,72,False
2018-02-04,70,False
2018-02-11,84,False
2018-02-18,96,False
2018-02-25,43,False
2018-03-04,65,False
2018-03-11,65,False
2018-03-18,66,False
2018-03-25,35,False
2018-04-01,24,False
2018-04-08,55,False
2018-04-15,11,False
2018-04-22,82,False
2018-04-29,22,False
2018-05-06,23,False
2018-05-13,55,False
2018-05-20,56,False
2018-05-27,23,False
2018-06-03,46,False
2018-06-10,31,False
2018-06-17,54,False
2018-06-24,32,False
2018-07-01,22,False
2018-07-08,22,False
2018-07-15,34,False
2018-07-22,32,False
2018-07-29,11,False
2018-08-05,0,False
2018-08-12,21,False
2018-08-19,0,False
2018-08-26,41,False
2018-09-02,11,False
2018-09-09,22,False
2018-09-16,21,False
2018-09-23,31,False
2018-09-30,21,False
2018-10-07,11,False
2018-10-14,11,False
2018-10-21,22,False
2018-10-28,43,False
2018-11-04,11,False
2018-11-11,46,False
2018-11-18,11,False
2018-11-25,22,False
2018-12-02,12,False
2018-12-09,35,False
2018-12-16,24,False
2018-12-23,25,False
2018-12-30,22,False
2019-01-06,32,False
2019-01-13,0,False
2019-01-20,20,False
2019-01-27,31,False
2019-02-03,41,False
2019-02-10,51,False
2019-02-17,42,False
2019-02-24,21,False
2019-03-03,44,False
2019-03-10,74,False
2019-03-17,53,False
2019-03-24,42,False
2019-03-31,31,False
2019-04-07,43,False
2019-04-14,54,False
2019-04-21,11,False
2019-04-28,21,False
2019-05-05,53,False
2019-05-12,61,False
2019-05-19,63,False
2019-05-26,19,False
2019-06-02,21,False
2019-06-09,11,False
2019-06-16,11,False
2019-06-23,22,False
2019-06-30,11,False
2019-07-07,32,False
2019-07-14,0,False
2019-07-21,22,False
2019-07-28,0,False
2019-08-04,10,False
2019-08-11,11,False
2019-08-18,10,False
2019-08-25,39,False
2019-09-01,9,False
2019-09-08,20,False
2019-09-15,40,False
2019-09-22,20,False
2019-09-29,31,False
2019-10-06,10,False
2019-10-13,53,False
2019-10-20,30,False
2019-10-27,31,False
2019-11-03,20,False
2019-11-10,41,False
2019-11-17,10,False
2019-11-24,10,False
2019-12-01,11,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,12,False
2019-12-29,11,False
2020-01-05,31,False
2020-01-12,30,False
2020-01-19,89,False
2020-01-26,60,False
2020-02-02,29,False
2020-02-09,50,False
2020-02-16,100,False
2020-02-23,48,False
2020-03-01,28,False
2020-03-08,26,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,24,False
2020-04-05,34,False
2020-04-12,9,False
2020-04-19,8,False
2020-04-26,14,True
