date,partecipazioni,isPartial
2018-01-07,75,False
2018-01-14,25,False
2018-01-21,78,False
2018-01-28,39,False
2018-02-04,90,False
2018-02-11,92,False
2018-02-18,49,False
2018-02-25,24,False
2018-03-04,26,False
2018-03-11,100,False
2018-03-18,0,False
2018-03-25,27,False
2018-04-01,94,False
2018-04-08,40,False
2018-04-15,55,False
2018-04-22,71,False
2018-04-29,26,False
2018-05-06,52,False
2018-05-13,41,False
2018-05-20,0,False
2018-05-27,26,False
2018-06-03,77,False
2018-06-10,48,False
2018-06-17,0,False
2018-06-24,40,False
2018-07-01,53,False
2018-07-08,53,False
2018-07-15,0,False
2018-07-22,26,False
2018-07-29,26,False
2018-08-05,25,False
2018-08-12,23,False
2018-08-19,37,False
2018-08-26,25,False
2018-09-02,0,False
2018-09-09,54,False
2018-09-16,53,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,56,False
2018-10-14,29,False
2018-10-21,28,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,56,False
2018-11-18,0,False
2018-11-25,27,False
2018-12-02,29,False
2018-12-09,28,False
2018-12-16,30,False
2018-12-23,32,False
2018-12-30,55,False
2019-01-06,80,False
2019-01-13,27,False
2019-01-20,26,False
2019-01-27,53,False
2019-02-03,65,False
2019-02-10,26,False
2019-02-17,0,False
2019-02-24,68,False
2019-03-03,28,False
2019-03-10,56,False
2019-03-17,29,False
2019-03-24,43,False
2019-03-31,43,False
2019-04-07,28,False
2019-04-14,45,False
2019-04-21,44,False
2019-04-28,28,False
2019-05-05,42,False
2019-05-12,27,False
2019-05-19,55,False
2019-05-26,26,False
2019-06-02,43,False
2019-06-09,29,False
2019-06-16,28,False
2019-06-23,42,False
2019-06-30,28,False
2019-07-07,26,False
2019-07-14,40,False
2019-07-21,54,False
2019-07-28,26,False
2019-08-04,26,False
2019-08-11,25,False
2019-08-18,0,False
2019-08-25,22,False
2019-09-01,24,False
2019-09-08,0,False
2019-09-15,25,False
2019-09-22,0,False
2019-09-29,49,False
2019-10-06,50,False
2019-10-13,26,False
2019-10-20,24,False
2019-10-27,37,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,48,False
2019-11-24,0,False
2019-12-01,24,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,0,False
2019-12-29,25,False
2020-01-05,23,False
2020-01-12,22,False
2020-01-19,34,False
2020-01-26,87,False
2020-02-02,32,False
2020-02-09,45,False
2020-02-16,23,False
2020-02-23,53,False
2020-03-01,21,False
2020-03-08,20,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,21,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,35,True
