date,partecipazioni,isPartial
2018-01-07,58,False
2018-01-14,43,False
2018-01-21,64,False
2018-01-28,57,False
2018-02-04,62,False
2018-02-11,100,False
2018-02-18,34,False
2018-02-25,33,False
2018-03-04,42,False
2018-03-11,50,False
2018-03-18,34,False
2018-03-25,66,False
2018-04-01,23,False
2018-04-08,36,False
2018-04-15,29,False
2018-04-22,77,False
2018-04-29,30,False
2018-05-06,15,False
2018-05-13,29,False
2018-05-20,36,False
2018-05-27,30,False
2018-06-03,67,False
2018-06-10,27,False
2018-06-17,0,False
2018-06-24,27,False
2018-07-01,50,False
2018-07-08,14,False
2018-07-15,28,False
2018-07-22,41,False
2018-07-29,14,False
2018-08-05,13,False
2018-08-12,18,False
2018-08-19,24,False
2018-08-26,37,False
2018-09-02,26,False
2018-09-09,49,False
2018-09-16,14,False
2018-09-23,49,False
2018-09-30,28,False
2018-10-07,30,False
2018-10-14,59,False
2018-10-21,74,False
2018-10-28,0,False
2018-11-04,14,False
2018-11-11,30,False
2018-11-18,36,False
2018-11-25,29,False
2018-12-02,23,False
2018-12-09,15,False
2018-12-16,22,False
2018-12-23,16,False
2018-12-30,57,False
2019-01-06,14,False
2019-01-13,35,False
2019-01-20,65,False
2019-01-27,78,False
2019-02-03,83,False
2019-02-10,26,False
2019-02-17,40,False
2019-02-24,40,False
2019-03-03,70,False
2019-03-10,46,False
2019-03-17,41,False
2019-03-24,47,False
2019-03-31,47,False
2019-04-07,13,False
2019-04-14,41,False
2019-04-21,35,False
2019-04-28,58,False
2019-05-05,33,False
2019-05-12,45,False
2019-05-19,39,False
2019-05-26,37,False
2019-06-02,34,False
2019-06-09,21,False
2019-06-16,55,False
2019-06-23,54,False
2019-06-30,34,False
2019-07-07,38,False
2019-07-14,38,False
2019-07-21,40,False
2019-07-28,13,False
2019-08-04,51,False
2019-08-11,40,False
2019-08-18,13,False
2019-08-25,25,False
2019-09-01,24,False
2019-09-08,18,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,31,False
2019-10-06,19,False
2019-10-13,26,False
2019-10-20,13,False
2019-10-27,31,False
2019-11-03,36,False
2019-11-10,31,False
2019-11-17,12,False
2019-11-24,36,False
2019-12-01,25,False
2019-12-08,39,False
2019-12-15,32,False
2019-12-22,53,False
2019-12-29,26,False
2020-01-05,55,False
2020-01-12,70,False
2020-01-19,30,False
2020-01-26,35,False
2020-02-02,40,False
2020-02-09,41,False
2020-02-16,24,False
2020-02-23,62,False
2020-03-01,49,False
2020-03-08,0,False
2020-03-15,10,False
2020-03-22,14,False
2020-03-29,24,False
2020-04-05,10,False
2020-04-12,15,False
2020-04-19,14,False
2020-04-26,17,True
