date,Hochzeitstorte,isPartial
2018-01-07,56,False
2018-01-14,59,False
2018-01-21,60,False
2018-01-28,57,False
2018-02-04,53,False
2018-02-11,50,False
2018-02-18,68,False
2018-02-25,64,False
2018-03-04,60,False
2018-03-11,61,False
2018-03-18,57,False
2018-03-25,49,False
2018-04-01,61,False
2018-04-08,49,False
2018-04-15,44,False
2018-04-22,49,False
2018-04-29,59,False
2018-05-06,53,False
2018-05-13,100,False
2018-05-20,97,False
2018-05-27,67,False
2018-06-03,52,False
2018-06-10,63,False
2018-06-17,53,False
2018-06-24,55,False
2018-07-01,51,False
2018-07-08,58,False
2018-07-15,55,False
2018-07-22,51,False
2018-07-29,60,False
2018-08-05,51,False
2018-08-12,67,False
2018-08-19,53,False
2018-08-26,44,False
2018-09-02,55,False
2018-09-09,47,False
2018-09-16,42,False
2018-09-23,48,False
2018-09-30,53,False
2018-10-07,49,False
2018-10-14,36,False
2018-10-21,40,False
2018-10-28,47,False
2018-11-04,47,False
2018-11-11,25,False
2018-11-18,31,False
2018-11-25,25,False
2018-12-02,21,False
2018-12-09,29,False
2018-12-16,15,False
2018-12-23,26,False
2018-12-30,39,False
2019-01-06,49,False
2019-01-13,59,False
2019-01-20,57,False
2019-01-27,57,False
2019-02-03,48,False
2019-02-10,48,False
2019-02-17,49,False
2019-02-24,39,False
2019-03-03,48,False
2019-03-10,54,False
2019-03-17,52,False
2019-03-24,52,False
2019-03-31,42,False
2019-04-07,54,False
2019-04-14,41,False
2019-04-21,66,False
2019-04-28,60,False
2019-05-05,60,False
2019-05-12,53,False
2019-05-19,53,False
2019-05-26,57,False
2019-06-02,39,False
2019-06-09,44,False
2019-06-16,56,False
2019-06-23,39,False
2019-06-30,51,False
2019-07-07,47,False
2019-07-14,48,False
2019-07-21,45,False
2019-07-28,51,False
2019-08-04,63,False
2019-08-11,48,False
2019-08-18,55,False
2019-08-25,41,False
2019-09-01,45,False
2019-09-08,37,False
2019-09-15,49,False
2019-09-22,35,False
2019-09-29,38,False
2019-10-06,35,False
2019-10-13,43,False
2019-10-20,56,False
2019-10-27,29,False
2019-11-03,29,False
2019-11-10,22,False
2019-11-17,31,False
2019-11-24,22,False
2019-12-01,28,False
2019-12-08,19,False
2019-12-15,20,False
2019-12-22,21,False
2019-12-29,29,False
2020-01-05,45,False
2020-01-12,49,False
2020-01-19,59,False
2020-01-26,55,False
2020-02-02,42,False
2020-02-09,49,False
2020-02-16,51,False
2020-02-23,45,False
2020-03-01,40,False
2020-03-08,42,False
2020-03-15,17,False
2020-03-22,17,False
2020-03-29,16,False
2020-04-05,16,False
2020-04-12,7,True
