date,Hochzeitstorte,isPartial
2018-01-07,44,False
2018-01-14,15,False
2018-01-21,22,False
2018-01-28,44,False
2018-02-04,39,False
2018-02-11,45,False
2018-02-18,37,False
2018-02-25,29,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,29,False
2018-03-25,31,False
2018-04-01,66,False
2018-04-08,31,False
2018-04-15,53,False
2018-04-22,23,False
2018-04-29,46,False
2018-05-06,57,False
2018-05-13,39,False
2018-05-20,49,False
2018-05-27,60,False
2018-06-03,53,False
2018-06-10,36,False
2018-06-17,30,False
2018-06-24,31,False
2018-07-01,0,False
2018-07-08,24,False
2018-07-15,33,False
2018-07-22,0,False
2018-07-29,62,False
2018-08-05,17,False
2018-08-12,43,False
2018-08-19,40,False
2018-08-26,16,False
2018-09-02,53,False
2018-09-09,23,False
2018-09-16,31,False
2018-09-23,31,False
2018-09-30,100,False
2018-10-07,32,False
2018-10-14,31,False
2018-10-21,32,False
2018-10-28,23,False
2018-11-04,43,False
2018-11-11,38,False
2018-11-18,22,False
2018-11-25,30,False
2018-12-02,30,False
2018-12-09,15,False
2018-12-16,0,False
2018-12-23,20,False
2018-12-30,26,False
2019-01-06,42,False
2019-01-13,75,False
2019-01-20,40,False
2019-01-27,58,False
2019-02-03,45,False
2019-02-10,15,False
2019-02-17,44,False
2019-02-24,29,False
2019-03-03,60,False
2019-03-10,36,False
2019-03-17,15,False
2019-03-24,15,False
2019-03-31,15,False
2019-04-07,48,False
2019-04-14,66,False
2019-04-21,25,False
2019-04-28,36,False
2019-05-05,36,False
2019-05-12,45,False
2019-05-19,36,False
2019-05-26,30,False
2019-06-02,38,False
2019-06-09,0,False
2019-06-16,15,False
2019-06-23,23,False
2019-06-30,15,False
2019-07-07,22,False
2019-07-14,31,False
2019-07-21,24,False
2019-07-28,77,False
2019-08-04,38,False
2019-08-11,30,False
2019-08-18,51,False
2019-08-25,14,False
2019-09-01,41,False
2019-09-08,44,False
2019-09-15,14,False
2019-09-22,14,False
2019-09-29,13,False
2019-10-06,22,False
2019-10-13,50,False
2019-10-20,21,False
2019-10-27,56,False
2019-11-03,12,False
2019-11-10,28,False
2019-11-17,34,False
2019-11-24,27,False
2019-12-01,13,False
2019-12-08,35,False
2019-12-15,15,False
2019-12-22,28,False
2019-12-29,60,False
2020-01-05,39,False
2020-01-12,26,False
2020-01-19,21,False
2020-01-26,34,False
2020-02-02,35,False
2020-02-09,36,False
2020-02-16,27,False
2020-02-23,13,False
2020-03-01,13,False
2020-03-08,29,False
2020-03-15,25,False
2020-03-22,13,False
2020-03-29,0,False
2020-04-05,26,False
2020-04-12,0,True
