date,Hochzeitstorte,isPartial
2018-01-07,17,False
2018-01-14,25,False
2018-01-21,33,False
2018-01-28,33,False
2018-02-04,0,False
2018-02-11,25,False
2018-02-18,34,False
2018-02-25,17,False
2018-03-04,17,False
2018-03-11,34,False
2018-03-18,26,False
2018-03-25,17,False
2018-04-01,36,False
2018-04-08,27,False
2018-04-15,36,False
2018-04-22,34,False
2018-04-29,35,False
2018-05-06,18,False
2018-05-13,34,False
2018-05-20,17,False
2018-05-27,42,False
2018-06-03,68,False
2018-06-10,32,False
2018-06-17,32,False
2018-06-24,51,False
2018-07-01,17,False
2018-07-08,25,False
2018-07-15,17,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,24,False
2018-08-19,48,False
2018-08-26,16,False
2018-09-02,17,False
2018-09-09,32,False
2018-09-16,25,False
2018-09-23,50,False
2018-09-30,34,False
2018-10-07,54,False
2018-10-14,26,False
2018-10-21,16,False
2018-10-28,32,False
2018-11-04,32,False
2018-11-11,17,False
2018-11-18,16,False
2018-11-25,0,False
2018-12-02,33,False
2018-12-09,17,False
2018-12-16,17,False
2018-12-23,18,False
2018-12-30,25,False
2019-01-06,23,False
2019-01-13,16,False
2019-01-20,15,False
2019-01-27,40,False
2019-02-03,16,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,24,False
2019-03-03,31,False
2019-03-10,15,False
2019-03-17,32,False
2019-03-24,40,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,26,False
2019-04-21,49,False
2019-04-28,61,False
2019-05-05,24,False
2019-05-12,24,False
2019-05-19,55,False
2019-05-26,38,False
2019-06-02,31,False
2019-06-09,23,False
2019-06-16,15,False
2019-06-23,16,False
2019-06-30,30,False
2019-07-07,23,False
2019-07-14,30,False
2019-07-21,24,False
2019-07-28,0,False
2019-08-04,15,False
2019-08-11,35,False
2019-08-18,44,False
2019-08-25,30,False
2019-09-01,100,False
2019-09-08,15,False
2019-09-15,15,False
2019-09-22,0,False
2019-09-29,15,False
2019-10-06,15,False
2019-10-13,36,False
2019-10-20,28,False
2019-10-27,0,False
2019-11-03,28,False
2019-11-10,14,False
2019-11-17,14,False
2019-11-24,28,False
2019-12-01,14,False
2019-12-08,14,False
2019-12-15,15,False
2019-12-22,16,False
2019-12-29,0,False
2020-01-05,20,False
2020-01-12,73,False
2020-01-19,35,False
2020-01-26,14,False
2020-02-02,28,False
2020-02-09,20,False
2020-02-16,41,False
2020-02-23,34,False
2020-03-01,68,False
2020-03-08,13,False
2020-03-15,36,False
2020-03-22,12,False
2020-03-29,0,False
2020-04-05,13,False
2020-04-12,0,True
