date,magliette personalizzate,isPartial
2018-01-07,49,False
2018-01-14,0,False
2018-01-21,48,False
2018-01-28,48,False
2018-02-04,46,False
2018-02-11,48,False
2018-02-18,0,False
2018-02-25,44,False
2018-03-04,47,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,50,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,49,False
2018-04-22,51,False
2018-04-29,100,False
2018-05-06,98,False
2018-05-13,74,False
2018-05-20,0,False
2018-05-27,51,False
2018-06-03,50,False
2018-06-10,46,False
2018-06-17,94,False
2018-06-24,0,False
2018-07-01,48,False
2018-07-08,71,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,46,False
2018-08-05,45,False
2018-08-12,0,False
2018-08-19,41,False
2018-08-26,42,False
2018-09-02,0,False
2018-09-09,47,False
2018-09-16,47,False
2018-09-23,95,False
2018-09-30,47,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,48,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,48,False
2019-01-06,94,False
2019-01-13,0,False
2019-01-20,44,False
2019-01-27,43,False
2019-02-03,43,False
2019-02-10,43,False
2019-02-17,45,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,44,False
2019-03-17,0,False
2019-03-24,45,False
2019-03-31,45,False
2019-04-07,45,False
2019-04-14,0,False
2019-04-21,47,False
2019-04-28,43,False
2019-05-05,66,False
2019-05-12,85,False
2019-05-19,44,False
2019-05-26,41,False
2019-06-02,0,False
2019-06-09,93,False
2019-06-16,0,False
2019-06-23,45,False
2019-06-30,92,False
2019-07-07,0,False
2019-07-14,43,False
2019-07-21,45,False
2019-07-28,43,False
2019-08-04,86,False
2019-08-11,88,False
2019-08-18,64,False
2019-08-25,43,False
2019-09-01,0,False
2019-09-08,41,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,42,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,64,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,81,False
2019-12-01,0,False
2019-12-08,44,False
2019-12-15,43,False
2019-12-22,0,False
2019-12-29,43,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,40,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,32,False
2020-03-29,32,False
2020-04-05,0,False
2020-04-12,34,False
2020-04-19,32,False
2020-04-26,0,True
