date,magliette personalizzate,isPartial
2018-01-07,0,False
2018-01-14,25,False
2018-01-21,24,False
2018-01-28,24,False
2018-02-04,24,False
2018-02-11,36,False
2018-02-18,24,False
2018-02-25,46,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,80,False
2018-04-08,24,False
2018-04-15,25,False
2018-04-22,52,False
2018-04-29,61,False
2018-05-06,96,False
2018-05-13,62,False
2018-05-20,25,False
2018-05-27,75,False
2018-06-03,99,False
2018-06-10,36,False
2018-06-17,50,False
2018-06-24,51,False
2018-07-01,0,False
2018-07-08,48,False
2018-07-15,25,False
2018-07-22,100,False
2018-07-29,79,False
2018-08-05,56,False
2018-08-12,0,False
2018-08-19,27,False
2018-08-26,61,False
2018-09-02,48,False
2018-09-09,36,False
2018-09-16,48,False
2018-09-23,97,False
2018-09-30,25,False
2018-10-07,0,False
2018-10-14,37,False
2018-10-21,25,False
2018-10-28,24,False
2018-11-04,23,False
2018-11-11,0,False
2018-11-18,24,False
2018-11-25,0,False
2018-12-02,25,False
2018-12-09,25,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,30,False
2019-01-06,25,False
2019-01-13,24,False
2019-01-20,0,False
2019-01-27,24,False
2019-02-03,24,False
2019-02-10,0,False
2019-02-17,24,False
2019-02-24,0,False
2019-03-03,37,False
2019-03-10,25,False
2019-03-17,25,False
2019-03-24,49,False
2019-03-31,49,False
2019-04-07,49,False
2019-04-14,0,False
2019-04-21,83,False
2019-04-28,51,False
2019-05-05,48,False
2019-05-12,92,False
2019-05-19,94,False
2019-05-26,79,False
2019-06-02,37,False
2019-06-09,37,False
2019-06-16,25,False
2019-06-23,64,False
2019-06-30,25,False
2019-07-07,57,False
2019-07-14,35,False
2019-07-21,0,False
2019-07-28,37,False
2019-08-04,26,False
2019-08-11,0,False
2019-08-18,37,False
2019-08-25,23,False
2019-09-01,43,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,23,False
2019-10-06,0,False
2019-10-13,35,False
2019-10-20,22,False
2019-10-27,22,False
2019-11-03,44,False
2019-11-10,66,False
2019-11-17,22,False
2019-11-24,43,False
2019-12-01,34,False
2019-12-08,45,False
2019-12-15,46,False
2019-12-22,28,False
2019-12-29,52,False
2020-01-05,22,False
2020-01-12,20,False
2020-01-19,21,False
2020-01-26,31,False
2020-02-02,41,False
2020-02-09,21,False
2020-02-16,0,False
2020-02-23,19,False
2020-03-01,39,False
2020-03-08,0,False
2020-03-15,19,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,39,False
2020-04-12,0,False
2020-04-19,45,False
2020-04-26,31,True
