date,Garagentorantrieb,isPartial
2018-01-07,32,False
2018-01-14,31,False
2018-01-21,0,False
2018-01-28,32,False
2018-02-04,66,False
2018-02-11,33,False
2018-02-18,66,False
2018-02-25,53,False
2018-03-04,33,False
2018-03-11,65,False
2018-03-18,82,False
2018-03-25,34,False
2018-04-01,70,False
2018-04-08,52,False
2018-04-15,35,False
2018-04-22,49,False
2018-04-29,34,False
2018-05-06,69,False
2018-05-13,44,False
2018-05-20,100,False
2018-05-27,34,False
2018-06-03,51,False
2018-06-10,64,False
2018-06-17,0,False
2018-06-24,69,False
2018-07-01,34,False
2018-07-08,45,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,33,False
2018-08-05,43,False
2018-08-12,49,False
2018-08-19,32,False
2018-08-26,33,False
2018-09-02,77,False
2018-09-09,44,False
2018-09-16,33,False
2018-09-23,33,False
2018-09-30,53,False
2018-10-07,0,False
2018-10-14,33,False
2018-10-21,32,False
2018-10-28,32,False
2018-11-04,95,False
2018-11-11,32,False
2018-11-18,41,False
2018-11-25,62,False
2018-12-02,48,False
2018-12-09,48,False
2018-12-16,66,False
2018-12-23,35,False
2018-12-30,0,False
2019-01-06,30,False
2019-01-13,59,False
2019-01-20,50,False
2019-01-27,45,False
2019-02-03,0,False
2019-02-10,62,False
2019-02-17,47,False
2019-02-24,33,False
2019-03-03,52,False
2019-03-10,75,False
2019-03-17,63,False
2019-03-24,0,False
2019-03-31,64,False
2019-04-07,63,False
2019-04-14,33,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,30,False
2019-05-12,32,False
2019-05-19,31,False
2019-05-26,31,False
2019-06-02,31,False
2019-06-09,32,False
2019-06-16,64,False
2019-06-23,64,False
2019-06-30,54,False
2019-07-07,43,False
2019-07-14,0,False
2019-07-21,57,False
2019-07-28,68,False
2019-08-04,64,False
2019-08-11,0,False
2019-08-18,52,False
2019-08-25,0,False
2019-09-01,30,False
2019-09-08,31,False
2019-09-15,52,False
2019-09-22,45,False
2019-09-29,42,False
2019-10-06,61,False
2019-10-13,0,False
2019-10-20,44,False
2019-10-27,29,False
2019-11-03,42,False
2019-11-10,43,False
2019-11-17,43,False
2019-11-24,28,False
2019-12-01,39,False
2019-12-08,29,False
2019-12-15,59,False
2019-12-22,63,False
2019-12-29,40,False
2020-01-05,46,False
2020-01-12,27,False
2020-01-19,55,False
2020-01-26,27,False
2020-02-02,27,False
2020-02-09,35,False
2020-02-16,0,False
2020-02-23,53,False
2020-03-01,54,False
2020-03-08,33,False
2020-03-15,24,False
2020-03-22,0,False
2020-03-29,23,False
2020-04-05,0,False
2020-04-12,40,False
2020-04-19,47,False
2020-04-26,23,False
2020-05-03,0,False
2020-05-10,24,False
