date,Garagentorantrieb,isPartial
2018-01-07,64,False
2018-01-14,24,False
2018-01-21,47,False
2018-01-28,40,False
2018-02-04,95,False
2018-02-11,24,False
2018-02-18,57,False
2018-02-25,56,False
2018-03-04,24,False
2018-03-11,36,False
2018-03-18,25,False
2018-03-25,26,False
2018-04-01,44,False
2018-04-08,25,False
2018-04-15,27,False
2018-04-22,43,False
2018-04-29,44,False
2018-05-06,0,False
2018-05-13,37,False
2018-05-20,26,False
2018-05-27,26,False
2018-06-03,25,False
2018-06-10,100,False
2018-06-17,51,False
2018-06-24,53,False
2018-07-01,27,False
2018-07-08,53,False
2018-07-15,53,False
2018-07-22,53,False
2018-07-29,70,False
2018-08-05,42,False
2018-08-12,51,False
2018-08-19,38,False
2018-08-26,49,False
2018-09-02,0,False
2018-09-09,41,False
2018-09-16,58,False
2018-09-23,33,False
2018-09-30,35,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,24,False
2018-10-28,32,False
2018-11-04,39,False
2018-11-11,73,False
2018-11-18,37,False
2018-11-25,26,False
2018-12-02,38,False
2018-12-09,51,False
2018-12-16,35,False
2018-12-23,70,False
2018-12-30,27,False
2019-01-06,50,False
2019-01-13,85,False
2019-01-20,23,False
2019-01-27,48,False
2019-02-03,48,False
2019-02-10,48,False
2019-02-17,73,False
2019-02-24,25,False
2019-03-03,24,False
2019-03-10,40,False
2019-03-17,50,False
2019-03-24,40,False
2019-03-31,48,False
2019-04-07,49,False
2019-04-14,52,False
2019-04-21,34,False
2019-04-28,74,False
2019-05-05,23,False
2019-05-12,36,False
2019-05-19,36,False
2019-05-26,25,False
2019-06-02,0,False
2019-06-09,74,False
2019-06-16,50,False
2019-06-23,50,False
2019-06-30,34,False
2019-07-07,63,False
2019-07-14,0,False
2019-07-21,27,False
2019-07-28,40,False
2019-08-04,25,False
2019-08-11,32,False
2019-08-18,24,False
2019-08-25,48,False
2019-09-01,39,False
2019-09-08,24,False
2019-09-15,50,False
2019-09-22,61,False
2019-09-29,38,False
2019-10-06,96,False
2019-10-13,23,False
2019-10-20,34,False
2019-10-27,38,False
2019-11-03,22,False
2019-11-10,30,False
2019-11-17,0,False
2019-11-24,30,False
2019-12-01,23,False
2019-12-08,30,False
2019-12-15,35,False
2019-12-22,41,False
2019-12-29,34,False
2020-01-05,34,False
2020-01-12,64,False
2020-01-19,66,False
2020-01-26,43,False
2020-02-02,43,False
2020-02-09,21,False
2020-02-16,22,False
2020-02-23,43,False
2020-03-01,32,False
2020-03-08,30,False
2020-03-15,20,False
2020-03-22,41,False
2020-03-29,33,False
2020-04-05,22,False
2020-04-12,31,False
2020-04-19,31,False
2020-04-26,41,False
2020-05-03,20,False
2020-05-10,34,False
