date,Heizung wird nicht warm,isPartial
2018-01-07,22,False
2018-01-14,29,False
2018-01-21,22,False
2018-01-28,45,False
2018-02-04,0,False
2018-02-11,22,False
2018-02-18,22,False
2018-02-25,100,False
2018-03-04,0,False
2018-03-11,22,False
2018-03-18,23,False
2018-03-25,23,False
2018-04-01,23,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,23,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,22,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,21,False
2018-08-19,21,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,67,False
2018-09-23,59,False
2018-09-30,54,False
2018-10-07,46,False
2018-10-14,22,False
2018-10-21,21,False
2018-10-28,21,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,50,False
2018-11-25,44,False
2018-12-02,32,False
2018-12-09,33,False
2018-12-16,23,False
2018-12-23,25,False
2018-12-30,45,False
2019-01-06,20,False
2019-01-13,20,False
2019-01-20,69,False
2019-01-27,62,False
2019-02-03,28,False
2019-02-10,0,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,0,False
2019-03-10,20,False
2019-03-17,21,False
2019-03-24,43,False
2019-03-31,21,False
2019-04-07,22,False
2019-04-14,24,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,21,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,20,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,30,False
2019-09-08,21,False
2019-09-15,41,False
2019-09-22,0,False
2019-09-29,62,False
2019-10-06,41,False
2019-10-13,20,False
2019-10-20,40,False
2019-10-27,72,False
2019-11-03,29,False
2019-11-10,64,False
2019-11-17,39,False
2019-11-24,38,False
2019-12-01,48,False
2019-12-08,58,False
2019-12-15,20,False
2019-12-22,43,False
2019-12-29,20,False
2020-01-05,27,False
2020-01-12,36,False
2020-01-19,19,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,36,False
2020-02-16,19,False
2020-02-23,19,False
2020-03-01,19,False
2020-03-08,17,False
2020-03-15,17,False
2020-03-22,17,False
2020-03-29,17,False
2020-04-05,19,False
2020-04-12,18,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,17,False
2020-05-10,17,False
