date,Heizung wird nicht warm,isPartial
2018-01-07,45,False
2018-01-14,30,False
2018-01-21,23,False
2018-01-28,34,False
2018-02-04,39,False
2018-02-11,24,False
2018-02-18,40,False
2018-02-25,39,False
2018-03-04,24,False
2018-03-11,47,False
2018-03-18,24,False
2018-03-25,38,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,25,False
2018-04-22,0,False
2018-04-29,25,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,23,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,24,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,25,False
2018-09-09,24,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,32,False
2018-10-07,47,False
2018-10-14,0,False
2018-10-21,47,False
2018-10-28,47,False
2018-11-04,34,False
2018-11-11,23,False
2018-11-18,100,False
2018-11-25,75,False
2018-12-02,45,False
2018-12-09,22,False
2018-12-16,63,False
2018-12-23,37,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,32,False
2019-01-20,53,False
2019-01-27,0,False
2019-02-03,21,False
2019-02-10,33,False
2019-02-17,22,False
2019-02-24,22,False
2019-03-03,34,False
2019-03-10,0,False
2019-03-17,23,False
2019-03-24,23,False
2019-03-31,23,False
2019-04-07,22,False
2019-04-14,24,False
2019-04-21,24,False
2019-04-28,22,False
2019-05-05,21,False
2019-05-12,22,False
2019-05-19,22,False
2019-05-26,0,False
2019-06-02,23,False
2019-06-09,0,False
2019-06-16,23,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,22,False
2019-07-21,0,False
2019-07-28,23,False
2019-08-04,24,False
2019-08-11,24,False
2019-08-18,24,False
2019-08-25,24,False
2019-09-01,45,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,29,False
2019-09-29,77,False
2019-10-06,50,False
2019-10-13,21,False
2019-10-20,64,False
2019-10-27,70,False
2019-11-03,61,False
2019-11-10,42,False
2019-11-17,94,False
2019-11-24,51,False
2019-12-01,64,False
2019-12-08,28,False
2019-12-15,22,False
2019-12-22,25,False
2019-12-29,34,False
2020-01-05,30,False
2020-01-12,40,False
2020-01-19,30,False
2020-01-26,40,False
2020-02-02,20,False
2020-02-09,19,False
2020-02-16,40,False
2020-02-23,20,False
2020-03-01,39,False
2020-03-08,37,False
2020-03-15,0,False
2020-03-22,27,False
2020-03-29,18,False
2020-04-05,20,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,18,False
2020-05-10,18,False
