date,psychologie,isPartial
2018-01-07,99,False
2018-01-14,100,False
2018-01-21,92,False
2018-01-28,95,False
2018-02-04,81,False
2018-02-11,86,False
2018-02-18,83,False
2018-02-25,81,False
2018-03-04,91,False
2018-03-11,85,False
2018-03-18,84,False
2018-03-25,93,False
2018-04-01,78,False
2018-04-08,81,False
2018-04-15,72,False
2018-04-22,78,False
2018-04-29,79,False
2018-05-06,81,False
2018-05-13,82,False
2018-05-20,89,False
2018-05-27,95,False
2018-06-03,88,False
2018-06-10,83,False
2018-06-17,79,False
2018-06-24,70,False
2018-07-01,68,False
2018-07-08,82,False
2018-07-15,72,False
2018-07-22,61,False
2018-07-29,61,False
2018-08-05,58,False
2018-08-12,61,False
2018-08-19,67,False
2018-08-26,76,False
2018-09-02,90,False
2018-09-09,95,False
2018-09-16,90,False
2018-09-23,91,False
2018-09-30,86,False
2018-10-07,86,False
2018-10-14,92,False
2018-10-21,80,False
2018-10-28,76,False
2018-11-04,86,False
2018-11-11,87,False
2018-11-18,88,False
2018-11-25,86,False
2018-12-02,82,False
2018-12-09,78,False
2018-12-16,80,False
2018-12-23,65,False
2018-12-30,73,False
2019-01-06,93,False
2019-01-13,84,False
2019-01-20,86,False
2019-01-27,85,False
2019-02-03,85,False
2019-02-10,84,False
2019-02-17,74,False
2019-02-24,78,False
2019-03-03,81,False
2019-03-10,89,False
2019-03-17,79,False
2019-03-24,84,False
2019-03-31,90,False
2019-04-07,81,False
2019-04-14,73,False
2019-04-21,75,False
2019-04-28,79,False
2019-05-05,84,False
2019-05-12,87,False
2019-05-19,76,False
2019-05-26,63,False
2019-06-02,74,False
2019-06-09,73,False
2019-06-16,75,False
2019-06-23,65,False
2019-06-30,68,False
2019-07-07,72,False
2019-07-14,71,False
2019-07-21,55,False
2019-07-28,56,False
2019-08-04,59,False
2019-08-11,61,False
2019-08-18,70,False
2019-08-25,75,False
2019-09-01,88,False
2019-09-08,94,False
2019-09-15,91,False
2019-09-22,84,False
2019-09-29,79,False
2019-10-06,82,False
2019-10-13,84,False
2019-10-20,78,False
2019-10-27,64,False
2019-11-03,81,False
2019-11-10,75,False
2019-11-17,84,False
2019-11-24,71,False
2019-12-01,73,False
2019-12-08,73,False
2019-12-15,71,False
2019-12-22,62,False
2019-12-29,73,False
2020-01-05,85,False
2020-01-12,85,False
2020-01-19,88,False
2020-01-26,83,False
2020-02-02,83,False
2020-02-09,77,False
2020-02-16,79,False
2020-02-23,78,False
2020-03-01,84,False
2020-03-08,81,False
2020-03-15,50,False
2020-03-22,78,False
2020-03-29,88,False
2020-04-05,72,False
2020-04-12,79,False
2020-04-19,85,False
2020-04-26,84,False
2020-05-03,86,False
2020-05-10,81,False
2020-05-17,83,True
