date,psychologie,isPartial
2018-01-07,29,False
2018-01-14,44,False
2018-01-21,29,False
2018-01-28,43,False
2018-02-04,38,False
2018-02-11,29,False
2018-02-18,28,False
2018-02-25,69,False
2018-03-04,89,False
2018-03-11,57,False
2018-03-18,29,False
2018-03-25,0,False
2018-04-01,29,False
2018-04-08,27,False
2018-04-15,29,False
2018-04-22,0,False
2018-04-29,24,False
2018-05-06,50,False
2018-05-13,50,False
2018-05-20,25,False
2018-05-27,36,False
2018-06-03,0,False
2018-06-10,33,False
2018-06-17,0,False
2018-06-24,29,False
2018-07-01,21,False
2018-07-08,32,False
2018-07-15,59,False
2018-07-22,18,False
2018-07-29,18,False
2018-08-05,0,False
2018-08-12,16,False
2018-08-19,18,False
2018-08-26,20,False
2018-09-02,21,False
2018-09-09,42,False
2018-09-16,22,False
2018-09-23,36,False
2018-09-30,49,False
2018-10-07,39,False
2018-10-14,26,False
2018-10-21,53,False
2018-10-28,27,False
2018-11-04,56,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,30,False
2018-12-02,0,False
2018-12-09,46,False
2018-12-16,65,False
2018-12-23,47,False
2018-12-30,34,False
2019-01-06,45,False
2019-01-13,30,False
2019-01-20,0,False
2019-01-27,65,False
2019-02-03,59,False
2019-02-10,30,False
2019-02-17,41,False
2019-02-24,32,False
2019-03-03,31,False
2019-03-10,30,False
2019-03-17,31,False
2019-03-24,30,False
2019-03-31,29,False
2019-04-07,27,False
2019-04-14,28,False
2019-04-21,26,False
2019-04-28,40,False
2019-05-05,100,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,24,False
2019-06-02,24,False
2019-06-09,23,False
2019-06-16,23,False
2019-06-23,44,False
2019-06-30,32,False
2019-07-07,19,False
2019-07-14,37,False
2019-07-21,30,False
2019-07-28,18,False
2019-08-04,34,False
2019-08-11,41,False
2019-08-18,25,False
2019-08-25,18,False
2019-09-01,20,False
2019-09-08,20,False
2019-09-15,20,False
2019-09-22,33,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,38,False
2019-10-20,37,False
2019-10-27,37,False
2019-11-03,26,False
2019-11-10,39,False
2019-11-17,34,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,0,False
2020-01-12,26,False
2020-01-19,38,False
2020-01-26,26,False
2020-02-02,25,False
2020-02-09,0,False
2020-02-16,27,False
2020-02-23,51,False
2020-03-01,24,False
2020-03-08,24,False
2020-03-15,34,False
2020-03-22,0,False
2020-03-29,32,False
2020-04-05,22,False
2020-04-12,22,False
2020-04-19,22,False
2020-04-26,36,False
2020-05-03,50,False
2020-05-10,30,False
2020-05-17,86,True
