date,psychologie,isPartial
2018-01-07,76,False
2018-01-14,59,False
2018-01-21,62,False
2018-01-28,83,False
2018-02-04,79,False
2018-02-11,65,False
2018-02-18,71,False
2018-02-25,58,False
2018-03-04,62,False
2018-03-11,90,False
2018-03-18,72,False
2018-03-25,58,False
2018-04-01,67,False
2018-04-08,59,False
2018-04-15,76,False
2018-04-22,46,False
2018-04-29,58,False
2018-05-06,65,False
2018-05-13,71,False
2018-05-20,65,False
2018-05-27,70,False
2018-06-03,79,False
2018-06-10,87,False
2018-06-17,68,False
2018-06-24,56,False
2018-07-01,46,False
2018-07-08,89,False
2018-07-15,35,False
2018-07-22,64,False
2018-07-29,29,False
2018-08-05,58,False
2018-08-12,45,False
2018-08-19,51,False
2018-08-26,63,False
2018-09-02,74,False
2018-09-09,100,False
2018-09-16,67,False
2018-09-23,41,False
2018-09-30,67,False
2018-10-07,58,False
2018-10-14,66,False
2018-10-21,71,False
2018-10-28,29,False
2018-11-04,70,False
2018-11-11,68,False
2018-11-18,69,False
2018-11-25,75,False
2018-12-02,60,False
2018-12-09,55,False
2018-12-16,56,False
2018-12-23,40,False
2018-12-30,52,False
2019-01-06,57,False
2019-01-13,77,False
2019-01-20,66,False
2019-01-27,71,False
2019-02-03,54,False
2019-02-10,60,False
2019-02-17,53,False
2019-02-24,77,False
2019-03-03,54,False
2019-03-10,70,False
2019-03-17,82,False
2019-03-24,67,False
2019-03-31,68,False
2019-04-07,33,False
2019-04-14,50,False
2019-04-21,52,False
2019-04-28,72,False
2019-05-05,62,False
2019-05-12,65,False
2019-05-19,68,False
2019-05-26,59,False
2019-06-02,68,False
2019-06-09,46,False
2019-06-16,75,False
2019-06-23,50,False
2019-06-30,52,False
2019-07-07,31,False
2019-07-14,40,False
2019-07-21,53,False
2019-07-28,32,False
2019-08-04,57,False
2019-08-11,45,False
2019-08-18,49,False
2019-08-25,59,False
2019-09-01,64,False
2019-09-08,88,False
2019-09-15,71,False
2019-09-22,75,False
2019-09-29,61,False
2019-10-06,70,False
2019-10-13,66,False
2019-10-20,71,False
2019-10-27,42,False
2019-11-03,78,False
2019-11-10,68,False
2019-11-17,76,False
2019-11-24,58,False
2019-12-01,48,False
2019-12-08,70,False
2019-12-15,65,False
2019-12-22,61,False
2019-12-29,45,False
2020-01-05,77,False
2020-01-12,59,False
2020-01-19,68,False
2020-01-26,60,False
2020-02-02,76,False
2020-02-09,78,False
2020-02-16,58,False
2020-02-23,54,False
2020-03-01,69,False
2020-03-08,56,False
2020-03-15,38,False
2020-03-22,55,False
2020-03-29,62,False
2020-04-05,78,False
2020-04-12,48,False
2020-04-19,58,False
2020-04-26,68,False
2020-05-03,66,False
2020-05-10,75,False
2020-05-17,52,True
