date,Notario,isPartial
2018-01-07,38,False
2018-01-14,75,False
2018-01-21,25,False
2018-01-28,25,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,100,False
2018-02-25,25,False
2018-03-04,74,False
2018-03-11,24,False
2018-03-18,25,False
2018-03-25,28,False
2018-04-01,28,False
2018-04-08,24,False
2018-04-15,26,False
2018-04-22,74,False
2018-04-29,25,False
2018-05-06,37,False
2018-05-13,25,False
2018-05-20,63,False
2018-05-27,37,False
2018-06-03,25,False
2018-06-10,98,False
2018-06-17,41,False
2018-06-24,42,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,29,False
2018-07-22,29,False
2018-07-29,28,False
2018-08-05,41,False
2018-08-12,56,False
2018-08-19,28,False
2018-08-26,54,False
2018-09-02,0,False
2018-09-09,25,False
2018-09-16,38,False
2018-09-23,38,False
2018-09-30,0,False
2018-10-07,25,False
2018-10-14,24,False
2018-10-21,75,False
2018-10-28,37,False
2018-11-04,59,False
2018-11-11,49,False
2018-11-18,35,False
2018-11-25,75,False
2018-12-02,52,False
2018-12-09,50,False
2018-12-16,24,False
2018-12-23,58,False
2018-12-30,28,False
2019-01-06,0,False
2019-01-13,23,False
2019-01-20,55,False
2019-01-27,45,False
2019-02-03,24,False
2019-02-10,36,False
2019-02-17,24,False
2019-02-24,36,False
2019-03-03,74,False
2019-03-10,24,False
2019-03-17,37,False
2019-03-24,73,False
2019-03-31,35,False
2019-04-07,71,False
2019-04-14,0,False
2019-04-21,25,False
2019-04-28,36,False
2019-05-05,24,False
2019-05-12,47,False
2019-05-19,45,False
2019-05-26,34,False
2019-06-02,23,False
2019-06-09,46,False
2019-06-16,24,False
2019-06-23,64,False
2019-06-30,39,False
2019-07-07,27,False
2019-07-14,55,False
2019-07-21,27,False
2019-07-28,41,False
2019-08-04,54,False
2019-08-11,27,False
2019-08-18,26,False
2019-08-25,24,False
2019-09-01,23,False
2019-09-08,35,False
2019-09-15,66,False
2019-09-22,34,False
2019-09-29,44,False
2019-10-06,66,False
2019-10-13,85,False
2019-10-20,32,False
2019-10-27,32,False
2019-11-03,40,False
2019-11-10,60,False
2019-11-17,41,False
2019-11-24,41,False
2019-12-01,23,False
2019-12-08,73,False
2019-12-15,64,False
2019-12-22,24,False
2019-12-29,81,False
2020-01-05,43,False
2020-01-12,57,False
2020-01-19,48,False
2020-01-26,20,False
2020-02-02,40,False
2020-02-09,90,False
2020-02-16,50,False
2020-02-23,29,False
2020-03-01,64,False
2020-03-08,27,False
2020-03-15,0,False
2020-03-22,16,False
2020-03-29,16,False
2020-04-05,17,False
2020-04-12,0,True
