date,Notario,isPartial
2018-01-07,10,False
2018-01-14,70,False
2018-01-21,60,False
2018-01-28,30,False
2018-02-04,50,False
2018-02-11,10,False
2018-02-18,49,False
2018-02-25,40,False
2018-03-04,60,False
2018-03-11,29,False
2018-03-18,60,False
2018-03-25,25,False
2018-04-01,73,False
2018-04-08,40,False
2018-04-15,41,False
2018-04-22,48,False
2018-04-29,31,False
2018-05-06,49,False
2018-05-13,41,False
2018-05-20,30,False
2018-05-27,10,False
2018-06-03,80,False
2018-06-10,9,False
2018-06-17,32,False
2018-06-24,11,False
2018-07-01,22,False
2018-07-08,11,False
2018-07-15,45,False
2018-07-22,35,False
2018-07-29,39,False
2018-08-05,13,False
2018-08-12,14,False
2018-08-19,41,False
2018-08-26,49,False
2018-09-02,54,False
2018-09-09,31,False
2018-09-16,40,False
2018-09-23,10,False
2018-09-30,90,False
2018-10-07,64,False
2018-10-14,10,False
2018-10-21,40,False
2018-10-28,21,False
2018-11-04,78,False
2018-11-11,40,False
2018-11-18,68,False
2018-11-25,89,False
2018-12-02,21,False
2018-12-09,50,False
2018-12-16,99,False
2018-12-23,12,False
2018-12-30,0,False
2019-01-06,19,False
2019-01-13,66,False
2019-01-20,18,False
2019-01-27,82,False
2019-02-03,39,False
2019-02-10,29,False
2019-02-17,0,False
2019-02-24,50,False
2019-03-03,30,False
2019-03-10,20,False
2019-03-17,51,False
2019-03-24,58,False
2019-03-31,28,False
2019-04-07,38,False
2019-04-14,11,False
2019-04-21,11,False
2019-04-28,20,False
2019-05-05,76,False
2019-05-12,28,False
2019-05-19,27,False
2019-05-26,37,False
2019-06-02,45,False
2019-06-09,66,False
2019-06-16,40,False
2019-06-23,62,False
2019-06-30,31,False
2019-07-07,72,False
2019-07-14,32,False
2019-07-21,57,False
2019-07-28,12,False
2019-08-04,51,False
2019-08-11,27,False
2019-08-18,26,False
2019-08-25,11,False
2019-09-01,60,False
2019-09-08,47,False
2019-09-15,45,False
2019-09-22,36,False
2019-09-29,44,False
2019-10-06,53,False
2019-10-13,26,False
2019-10-20,34,False
2019-10-27,26,False
2019-11-03,17,False
2019-11-10,59,False
2019-11-17,43,False
2019-11-24,33,False
2019-12-01,100,False
2019-12-08,68,False
2019-12-15,60,False
2019-12-22,30,False
2019-12-29,20,False
2020-01-05,44,False
2020-01-12,47,False
2020-01-19,57,False
2020-01-26,57,False
2020-02-02,47,False
2020-02-09,24,False
2020-02-16,8,False
2020-02-23,40,False
2020-03-01,70,False
2020-03-08,23,False
2020-03-15,15,False
2020-03-22,14,False
2020-03-29,13,False
2020-04-05,7,False
2020-04-12,38,True
