date,Notario,isPartial
2018-01-07,36,False
2018-01-14,49,False
2018-01-21,30,False
2018-01-28,35,False
2018-02-04,35,False
2018-02-11,30,False
2018-02-18,24,False
2018-02-25,24,False
2018-03-04,42,False
2018-03-11,18,False
2018-03-18,18,False
2018-03-25,31,False
2018-04-01,19,False
2018-04-08,35,False
2018-04-15,25,False
2018-04-22,29,False
2018-04-29,18,False
2018-05-06,47,False
2018-05-13,24,False
2018-05-20,43,False
2018-05-27,17,False
2018-06-03,17,False
2018-06-10,22,False
2018-06-17,31,False
2018-06-24,43,False
2018-07-01,18,False
2018-07-08,24,False
2018-07-15,35,False
2018-07-22,12,False
2018-07-29,18,False
2018-08-05,29,False
2018-08-12,12,False
2018-08-19,12,False
2018-08-26,30,False
2018-09-02,57,False
2018-09-09,12,False
2018-09-16,24,False
2018-09-23,35,False
2018-09-30,24,False
2018-10-07,37,False
2018-10-14,18,False
2018-10-21,18,False
2018-10-28,12,False
2018-11-04,34,False
2018-11-11,48,False
2018-11-18,35,False
2018-11-25,24,False
2018-12-02,24,False
2018-12-09,48,False
2018-12-16,100,False
2018-12-23,13,False
2018-12-30,26,False
2019-01-06,18,False
2019-01-13,57,False
2019-01-20,11,False
2019-01-27,39,False
2019-02-03,41,False
2019-02-10,30,False
2019-02-17,24,False
2019-02-24,42,False
2019-03-03,30,False
2019-03-10,53,False
2019-03-17,29,False
2019-03-24,18,False
2019-03-31,11,False
2019-04-07,36,False
2019-04-14,18,False
2019-04-21,17,False
2019-04-28,29,False
2019-05-05,34,False
2019-05-12,12,False
2019-05-19,40,False
2019-05-26,23,False
2019-06-02,55,False
2019-06-09,40,False
2019-06-16,17,False
2019-06-23,34,False
2019-06-30,35,False
2019-07-07,35,False
2019-07-14,24,False
2019-07-21,28,False
2019-07-28,18,False
2019-08-04,22,False
2019-08-11,11,False
2019-08-18,27,False
2019-08-25,16,False
2019-09-01,11,False
2019-09-08,12,False
2019-09-15,22,False
2019-09-22,28,False
2019-09-29,22,False
2019-10-06,33,False
2019-10-13,52,False
2019-10-20,16,False
2019-10-27,11,False
2019-11-03,10,False
2019-11-10,21,False
2019-11-17,26,False
2019-11-24,20,False
2019-12-01,21,False
2019-12-08,22,False
2019-12-15,21,False
2019-12-22,28,False
2019-12-29,34,False
2020-01-05,37,False
2020-01-12,39,False
2020-01-19,15,False
2020-01-26,44,False
2020-02-02,40,False
2020-02-09,35,False
2020-02-16,30,False
2020-02-23,10,False
2020-03-01,47,False
2020-03-08,28,False
2020-03-15,27,False
2020-03-22,17,False
2020-03-29,17,False
2020-04-05,13,False
2020-04-12,15,True
