date,sposo,isPartial
2018-01-07,22,False
2018-01-14,27,False
2018-01-21,18,False
2018-01-28,17,False
2018-02-04,25,False
2018-02-11,17,False
2018-02-18,26,False
2018-02-25,49,False
2018-03-04,59,False
2018-03-11,42,False
2018-03-18,18,False
2018-03-25,17,False
2018-04-01,26,False
2018-04-08,25,False
2018-04-15,22,False
2018-04-22,26,False
2018-04-29,12,False
2018-05-06,30,False
2018-05-13,21,False
2018-05-20,30,False
2018-05-27,25,False
2018-06-03,17,False
2018-06-10,24,False
2018-06-17,25,False
2018-06-24,17,False
2018-07-01,29,False
2018-07-08,24,False
2018-07-15,16,False
2018-07-22,28,False
2018-07-29,8,False
2018-08-05,28,False
2018-08-12,15,False
2018-08-19,28,False
2018-08-26,20,False
2018-09-02,17,False
2018-09-09,34,False
2018-09-16,17,False
2018-09-23,17,False
2018-09-30,17,False
2018-10-07,9,False
2018-10-14,14,False
2018-10-21,22,False
2018-10-28,12,False
2018-11-04,12,False
2018-11-11,14,False
2018-11-18,17,False
2018-11-25,22,False
2018-12-02,41,False
2018-12-09,23,False
2018-12-16,23,False
2018-12-23,26,False
2018-12-30,24,False
2019-01-06,45,False
2019-01-13,26,False
2019-01-20,24,False
2019-01-27,23,False
2019-02-03,16,False
2019-02-10,12,False
2019-02-17,8,False
2019-02-24,17,False
2019-03-03,16,False
2019-03-10,41,False
2019-03-17,21,False
2019-03-24,17,False
2019-03-31,29,False
2019-04-07,16,False
2019-04-14,16,False
2019-04-21,15,False
2019-04-28,16,False
2019-05-05,8,False
2019-05-12,20,False
2019-05-19,16,False
2019-05-26,15,False
2019-06-02,25,False
2019-06-09,19,False
2019-06-16,20,False
2019-06-23,20,False
2019-06-30,8,False
2019-07-07,26,False
2019-07-14,30,False
2019-07-21,8,False
2019-07-28,27,False
2019-08-04,19,False
2019-08-11,29,False
2019-08-18,11,False
2019-08-25,22,False
2019-09-01,18,False
2019-09-08,19,False
2019-09-15,11,False
2019-09-22,7,False
2019-09-29,19,False
2019-10-06,8,False
2019-10-13,18,False
2019-10-20,14,False
2019-10-27,15,False
2019-11-03,7,False
2019-11-10,7,False
2019-11-17,0,False
2019-11-24,14,False
2019-12-01,11,False
2019-12-08,12,False
2019-12-15,8,False
2019-12-22,23,False
2019-12-29,17,False
2020-01-05,8,False
2020-01-12,14,False
2020-01-19,23,False
2020-01-26,7,False
2020-02-02,15,False
2020-02-09,15,False
2020-02-16,18,False
2020-02-23,14,False
2020-03-01,21,False
2020-03-08,0,False
2020-03-15,13,False
2020-03-22,12,False
2020-03-29,6,False
2020-04-05,13,False
2020-04-12,100,False
2020-04-19,16,False
2020-04-26,11,True
