date,sposo,isPartial
2018-01-07,39,False
2018-01-14,58,False
2018-01-21,38,False
2018-01-28,41,False
2018-02-04,49,False
2018-02-11,37,False
2018-02-18,44,False
2018-02-25,80,False
2018-03-04,100,False
2018-03-11,91,False
2018-03-18,74,False
2018-03-25,38,False
2018-04-01,52,False
2018-04-08,60,False
2018-04-15,40,False
2018-04-22,49,False
2018-04-29,45,False
2018-05-06,43,False
2018-05-13,51,False
2018-05-20,59,False
2018-05-27,25,False
2018-06-03,46,False
2018-06-10,35,False
2018-06-17,46,False
2018-06-24,66,False
2018-07-01,42,False
2018-07-08,44,False
2018-07-15,33,False
2018-07-22,47,False
2018-07-29,27,False
2018-08-05,35,False
2018-08-12,25,False
2018-08-19,49,False
2018-08-26,57,False
2018-09-02,43,False
2018-09-09,32,False
2018-09-16,52,False
2018-09-23,51,False
2018-09-30,37,False
2018-10-07,40,False
2018-10-14,33,False
2018-10-21,30,False
2018-10-28,24,False
2018-11-04,25,False
2018-11-11,18,False
2018-11-18,28,False
2018-11-25,30,False
2018-12-02,32,False
2018-12-09,24,False
2018-12-16,23,False
2018-12-23,15,False
2018-12-30,55,False
2019-01-06,71,False
2019-01-13,35,False
2019-01-20,39,False
2019-01-27,46,False
2019-02-03,43,False
2019-02-10,45,False
2019-02-17,37,False
2019-02-24,44,False
2019-03-03,32,False
2019-03-10,32,False
2019-03-17,35,False
2019-03-24,34,False
2019-03-31,27,False
2019-04-07,35,False
2019-04-14,52,False
2019-04-21,35,False
2019-04-28,28,False
2019-05-05,45,False
2019-05-12,37,False
2019-05-19,50,False
2019-05-26,51,False
2019-06-02,55,False
2019-06-09,37,False
2019-06-16,51,False
2019-06-23,34,False
2019-06-30,39,False
2019-07-07,25,False
2019-07-14,35,False
2019-07-21,27,False
2019-07-28,19,False
2019-08-04,32,False
2019-08-11,29,False
2019-08-18,31,False
2019-08-25,33,False
2019-09-01,42,False
2019-09-08,42,False
2019-09-15,31,False
2019-09-22,20,False
2019-09-29,26,False
2019-10-06,32,False
2019-10-13,13,False
2019-10-20,32,False
2019-10-27,22,False
2019-11-03,18,False
2019-11-10,15,False
2019-11-17,23,False
2019-11-24,11,False
2019-12-01,22,False
2019-12-08,14,False
2019-12-15,19,False
2019-12-22,28,False
2019-12-29,34,False
2020-01-05,27,False
2020-01-12,32,False
2020-01-19,18,False
2020-01-26,29,False
2020-02-02,30,False
2020-02-09,32,False
2020-02-16,23,False
2020-02-23,20,False
2020-03-01,41,False
2020-03-08,8,False
2020-03-15,12,False
2020-03-22,12,False
2020-03-29,14,False
2020-04-05,13,False
2020-04-12,98,False
2020-04-19,20,False
2020-04-26,23,True
