date,sposo,isPartial
2018-01-07,12,False
2018-01-14,30,False
2018-01-21,30,False
2018-01-28,29,False
2018-02-04,35,False
2018-02-11,36,False
2018-02-18,23,False
2018-02-25,55,False
2018-03-04,100,False
2018-03-11,88,False
2018-03-18,23,False
2018-03-25,13,False
2018-04-01,19,False
2018-04-08,36,False
2018-04-15,37,False
2018-04-22,39,False
2018-04-29,19,False
2018-05-06,24,False
2018-05-13,36,False
2018-05-20,49,False
2018-05-27,25,False
2018-06-03,42,False
2018-06-10,12,False
2018-06-17,36,False
2018-06-24,49,False
2018-07-01,24,False
2018-07-08,12,False
2018-07-15,30,False
2018-07-22,18,False
2018-07-29,24,False
2018-08-05,48,False
2018-08-12,18,False
2018-08-19,12,False
2018-08-26,33,False
2018-09-02,23,False
2018-09-09,18,False
2018-09-16,24,False
2018-09-23,12,False
2018-09-30,31,False
2018-10-07,25,False
2018-10-14,19,False
2018-10-21,12,False
2018-10-28,24,False
2018-11-04,12,False
2018-11-11,19,False
2018-11-18,0,False
2018-11-25,12,False
2018-12-02,19,False
2018-12-09,35,False
2018-12-16,24,False
2018-12-23,20,False
2018-12-30,25,False
2019-01-06,67,False
2019-01-13,33,False
2019-01-20,22,False
2019-01-27,21,False
2019-02-03,27,False
2019-02-10,39,False
2019-02-17,17,False
2019-02-24,39,False
2019-03-03,23,False
2019-03-10,33,False
2019-03-17,28,False
2019-03-24,11,False
2019-03-31,17,False
2019-04-07,22,False
2019-04-14,58,False
2019-04-21,23,False
2019-04-28,17,False
2019-05-05,11,False
2019-05-12,21,False
2019-05-19,27,False
2019-05-26,40,False
2019-06-02,17,False
2019-06-09,28,False
2019-06-16,22,False
2019-06-23,11,False
2019-06-30,11,False
2019-07-07,16,False
2019-07-14,22,False
2019-07-21,33,False
2019-07-28,11,False
2019-08-04,17,False
2019-08-11,28,False
2019-08-18,21,False
2019-08-25,30,False
2019-09-01,20,False
2019-09-08,21,False
2019-09-15,21,False
2019-09-22,10,False
2019-09-29,10,False
2019-10-06,16,False
2019-10-13,10,False
2019-10-20,20,False
2019-10-27,26,False
2019-11-03,20,False
2019-11-10,0,False
2019-11-17,10,False
2019-11-24,10,False
2019-12-01,10,False
2019-12-08,16,False
2019-12-15,32,False
2019-12-22,36,False
2019-12-29,23,False
2020-01-05,30,False
2020-01-12,19,False
2020-01-19,29,False
2020-01-26,10,False
2020-02-02,19,False
2020-02-09,25,False
2020-02-16,0,False
2020-02-23,13,False
2020-03-01,26,False
2020-03-08,17,False
2020-03-15,8,False
2020-03-22,15,False
2020-03-29,16,False
2020-04-05,9,False
2020-04-12,63,False
2020-04-19,12,False
2020-04-26,14,True
