date,sposo,isPartial
2018-01-07,21,False
2018-01-14,43,False
2018-01-21,43,False
2018-01-28,0,False
2018-02-04,100,False
2018-02-11,31,False
2018-02-18,39,False
2018-02-25,19,False
2018-03-04,20,False
2018-03-11,30,False
2018-03-18,40,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,22,False
2018-04-15,21,False
2018-04-22,22,False
2018-04-29,42,False
2018-05-06,40,False
2018-05-13,21,False
2018-05-20,42,False
2018-05-27,0,False
2018-06-03,43,False
2018-06-10,0,False
2018-06-17,20,False
2018-06-24,21,False
2018-07-01,0,False
2018-07-08,20,False
2018-07-15,21,False
2018-07-22,39,False
2018-07-29,19,False
2018-08-05,0,False
2018-08-12,36,False
2018-08-19,18,False
2018-08-26,29,False
2018-09-02,20,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,40,False
2018-09-30,61,False
2018-10-07,22,False
2018-10-14,32,False
2018-10-21,0,False
2018-10-28,21,False
2018-11-04,21,False
2018-11-11,44,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,42,False
2018-12-09,30,False
2018-12-16,21,False
2018-12-23,21,False
2018-12-30,38,False
2019-01-06,37,False
2019-01-13,0,False
2019-01-20,38,False
2019-01-27,19,False
2019-02-03,20,False
2019-02-10,19,False
2019-02-17,40,False
2019-02-24,39,False
2019-03-03,21,False
2019-03-10,0,False
2019-03-17,21,False
2019-03-24,40,False
2019-03-31,21,False
2019-04-07,20,False
2019-04-14,21,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,0,False
2019-05-12,20,False
2019-05-19,39,False
2019-05-26,19,False
2019-06-02,51,False
2019-06-09,43,False
2019-06-16,32,False
2019-06-23,21,False
2019-06-30,0,False
2019-07-07,20,False
2019-07-14,0,False
2019-07-21,21,False
2019-07-28,20,False
2019-08-04,0,False
2019-08-11,18,False
2019-08-18,0,False
2019-08-25,17,False
2019-09-01,27,False
2019-09-08,19,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,19,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,19,False
2019-10-27,18,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,19,False
2019-12-08,0,False
2019-12-15,19,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,18,False
2020-01-12,17,False
2020-01-19,27,False
2020-01-26,17,False
2020-02-02,0,False
2020-02-09,35,False
2020-02-16,17,False
2020-02-23,0,False
2020-03-01,16,False
2020-03-08,0,False
2020-03-15,14,False
2020-03-22,0,False
2020-03-29,28,False
2020-04-05,15,False
2020-04-12,29,False
2020-04-19,0,False
2020-04-26,25,True
