date,Climatisation,isPartial
2018-01-07,5,False
2018-01-14,5,False
2018-01-21,5,False
2018-01-28,8,False
2018-02-04,3,False
2018-02-11,10,False
2018-02-18,7,False
2018-02-25,9,False
2018-03-04,9,False
2018-03-11,5,False
2018-03-18,7,False
2018-03-25,8,False
2018-04-01,6,False
2018-04-08,6,False
2018-04-15,13,False
2018-04-22,9,False
2018-04-29,10,False
2018-05-06,10,False
2018-05-13,13,False
2018-05-20,15,False
2018-05-27,12,False
2018-06-03,16,False
2018-06-10,10,False
2018-06-17,14,False
2018-06-24,24,False
2018-07-01,33,False
2018-07-08,32,False
2018-07-15,23,False
2018-07-22,21,False
2018-07-29,29,False
2018-08-05,30,False
2018-08-12,5,False
2018-08-19,12,False
2018-08-26,12,False
2018-09-02,5,False
2018-09-09,4,False
2018-09-16,4,False
2018-09-23,7,False
2018-09-30,10,False
2018-10-07,5,False
2018-10-14,8,False
2018-10-21,5,False
2018-10-28,6,False
2018-11-04,6,False
2018-11-11,5,False
2018-11-18,11,False
2018-11-25,10,False
2018-12-02,9,False
2018-12-09,4,False
2018-12-16,4,False
2018-12-23,5,False
2018-12-30,6,False
2019-01-06,6,False
2019-01-13,5,False
2019-01-20,7,False
2019-01-27,5,False
2019-02-03,5,False
2019-02-10,7,False
2019-02-17,5,False
2019-02-24,8,False
2019-03-03,7,False
2019-03-10,11,False
2019-03-17,5,False
2019-03-24,4,False
2019-03-31,9,False
2019-04-07,6,False
2019-04-14,10,False
2019-04-21,9,False
2019-04-28,8,False
2019-05-05,11,False
2019-05-12,9,False
2019-05-19,9,False
2019-05-26,18,False
2019-06-02,14,False
2019-06-09,9,False
2019-06-16,22,False
2019-06-23,100,False
2019-06-30,38,False
2019-07-07,33,False
2019-07-14,21,False
2019-07-21,49,False
2019-07-28,11,False
2019-08-04,11,False
2019-08-11,8,False
2019-08-18,6,False
2019-08-25,16,False
2019-09-01,9,False
2019-09-08,8,False
2019-09-15,7,False
2019-09-22,5,False
2019-09-29,5,False
2019-10-06,10,False
2019-10-13,7,False
2019-10-20,7,False
2019-10-27,9,False
2019-11-03,8,False
2019-11-10,8,False
2019-11-17,5,False
2019-11-24,4,False
2019-12-01,4,False
2019-12-08,2,False
2019-12-15,9,False
2019-12-22,3,False
2019-12-29,4,False
2020-01-05,6,False
2020-01-12,5,False
2020-01-19,13,False
2020-01-26,9,False
2020-02-02,11,False
2020-02-09,7,False
2020-02-16,7,False
2020-02-23,5,False
2020-03-01,8,False
2020-03-08,7,False
2020-03-15,3,False
2020-03-22,4,False
2020-03-29,4,False
2020-04-05,6,False
2020-04-12,11,False
2020-04-19,11,False
2020-04-26,9,False
2020-05-03,7,False
2020-05-10,9,False
2020-05-17,24,False
2020-05-24,33,False
2020-05-31,30,False
2020-06-07,18,False
2020-06-14,11,False
