date,Climatisation,isPartial
2018-01-07,8,False
2018-01-14,8,False
2018-01-21,11,False
2018-01-28,15,False
2018-02-04,12,False
2018-02-11,12,False
2018-02-18,24,False
2018-02-25,12,False
2018-03-04,8,False
2018-03-11,20,False
2018-03-18,12,False
2018-03-25,13,False
2018-04-01,16,False
2018-04-08,20,False
2018-04-15,28,False
2018-04-22,16,False
2018-04-29,26,False
2018-05-06,22,False
2018-05-13,29,False
2018-05-20,11,False
2018-05-27,19,False
2018-06-03,24,False
2018-06-10,26,False
2018-06-17,22,False
2018-06-24,33,False
2018-07-01,60,False
2018-07-08,43,False
2018-07-15,34,False
2018-07-22,77,False
2018-07-29,27,False
2018-08-05,62,False
2018-08-12,22,False
2018-08-19,15,False
2018-08-26,17,False
2018-09-02,26,False
2018-09-09,13,False
2018-09-16,19,False
2018-09-23,8,False
2018-09-30,8,False
2018-10-07,17,False
2018-10-14,9,False
2018-10-21,9,False
2018-10-28,13,False
2018-11-04,8,False
2018-11-11,33,False
2018-11-18,12,False
2018-11-25,16,False
2018-12-02,8,False
2018-12-09,16,False
2018-12-16,8,False
2018-12-23,9,False
2018-12-30,9,False
2019-01-06,12,False
2019-01-13,16,False
2019-01-20,8,False
2019-01-27,11,False
2019-02-03,16,False
2019-02-10,20,False
2019-02-17,9,False
2019-02-24,16,False
2019-03-03,8,False
2019-03-10,8,False
2019-03-17,14,False
2019-03-24,21,False
2019-03-31,19,False
2019-04-07,9,False
2019-04-14,13,False
2019-04-21,19,False
2019-04-28,18,False
2019-05-05,0,False
2019-05-12,27,False
2019-05-19,21,False
2019-05-26,27,False
2019-06-02,41,False
2019-06-09,19,False
2019-06-16,32,False
2019-06-23,91,False
2019-06-30,46,False
2019-07-07,33,False
2019-07-14,32,False
2019-07-21,100,False
2019-07-28,38,False
2019-08-04,21,False
2019-08-11,13,False
2019-08-18,18,False
2019-08-25,19,False
2019-09-01,10,False
2019-09-08,0,False
2019-09-15,12,False
2019-09-22,14,False
2019-09-29,17,False
2019-10-06,7,False
2019-10-13,7,False
2019-10-20,11,False
2019-10-27,7,False
2019-11-03,17,False
2019-11-10,9,False
2019-11-17,7,False
2019-11-24,9,False
2019-12-01,11,False
2019-12-08,10,False
2019-12-15,12,False
2019-12-22,10,False
2019-12-29,0,False
2020-01-05,10,False
2020-01-12,10,False
2020-01-19,10,False
2020-01-26,14,False
2020-02-02,16,False
2020-02-09,10,False
2020-02-16,12,False
2020-02-23,14,False
2020-03-01,20,False
2020-03-08,16,False
2020-03-15,16,False
2020-03-22,17,False
2020-03-29,9,False
2020-04-05,10,False
2020-04-12,10,False
2020-04-19,8,False
2020-04-26,13,False
2020-05-03,13,False
2020-05-10,15,False
2020-05-17,33,False
2020-05-24,57,False
2020-05-31,53,False
2020-06-07,16,False
2020-06-14,23,False
