date,Climatisation,isPartial
2018-01-07,8,False
2018-01-14,7,False
2018-01-21,14,False
2018-01-28,7,False
2018-02-04,9,False
2018-02-11,12,False
2018-02-18,9,False
2018-02-25,10,False
2018-03-04,10,False
2018-03-11,8,False
2018-03-18,15,False
2018-03-25,7,False
2018-04-01,6,False
2018-04-08,5,False
2018-04-15,20,False
2018-04-22,16,False
2018-04-29,8,False
2018-05-06,9,False
2018-05-13,11,False
2018-05-20,16,False
2018-05-27,13,False
2018-06-03,17,False
2018-06-10,13,False
2018-06-17,26,False
2018-06-24,25,False
2018-07-01,41,False
2018-07-08,31,False
2018-07-15,20,False
2018-07-22,21,False
2018-07-29,49,False
2018-08-05,49,False
2018-08-12,22,False
2018-08-19,12,False
2018-08-26,8,False
2018-09-02,16,False
2018-09-09,7,False
2018-09-16,10,False
2018-09-23,12,False
2018-09-30,10,False
2018-10-07,9,False
2018-10-14,5,False
2018-10-21,4,False
2018-10-28,5,False
2018-11-04,9,False
2018-11-11,8,False
2018-11-18,5,False
2018-11-25,11,False
2018-12-02,8,False
2018-12-09,6,False
2018-12-16,8,False
2018-12-23,0,False
2018-12-30,12,False
2019-01-06,15,False
2019-01-13,11,False
2019-01-20,11,False
2019-01-27,13,False
2019-02-03,11,False
2019-02-10,9,False
2019-02-17,7,False
2019-02-24,8,False
2019-03-03,6,False
2019-03-10,10,False
2019-03-17,14,False
2019-03-24,9,False
2019-03-31,4,False
2019-04-07,17,False
2019-04-14,18,False
2019-04-21,8,False
2019-04-28,11,False
2019-05-05,7,False
2019-05-12,13,False
2019-05-19,11,False
2019-05-26,11,False
2019-06-02,16,False
2019-06-09,12,False
2019-06-16,32,False
2019-06-23,100,False
2019-06-30,56,False
2019-07-07,31,False
2019-07-14,25,False
2019-07-21,59,False
2019-07-28,12,False
2019-08-04,18,False
2019-08-11,11,False
2019-08-18,14,False
2019-08-25,14,False
2019-09-01,11,False
2019-09-08,10,False
2019-09-15,11,False
2019-09-22,14,False
2019-09-29,8,False
2019-10-06,13,False
2019-10-13,11,False
2019-10-20,10,False
2019-10-27,14,False
2019-11-03,10,False
2019-11-10,12,False
2019-11-17,9,False
2019-11-24,7,False
2019-12-01,8,False
2019-12-08,4,False
2019-12-15,5,False
2019-12-22,6,False
2019-12-29,6,False
2020-01-05,12,False
2020-01-12,6,False
2020-01-19,18,False
2020-01-26,19,False
2020-02-02,7,False
2020-02-09,11,False
2020-02-16,16,False
2020-02-23,10,False
2020-03-01,5,False
2020-03-08,8,False
2020-03-15,4,False
2020-03-22,3,False
2020-03-29,7,False
2020-04-05,6,False
2020-04-12,9,False
2020-04-19,11,False
2020-04-26,10,False
2020-05-03,11,False
2020-05-10,13,False
2020-05-17,37,False
2020-05-24,43,False
2020-05-31,22,False
2020-06-07,16,False
2020-06-14,18,False
