date,Climatisation,isPartial
2018-01-07,4,False
2018-01-14,7,False
2018-01-21,8,False
2018-01-28,8,False
2018-02-04,8,False
2018-02-11,5,False
2018-02-18,6,False
2018-02-25,7,False
2018-03-04,5,False
2018-03-11,6,False
2018-03-18,6,False
2018-03-25,7,False
2018-04-01,10,False
2018-04-08,10,False
2018-04-15,14,False
2018-04-22,14,False
2018-04-29,9,False
2018-05-06,13,False
2018-05-13,9,False
2018-05-20,15,False
2018-05-27,13,False
2018-06-03,13,False
2018-06-10,13,False
2018-06-17,22,False
2018-06-24,20,False
2018-07-01,40,False
2018-07-08,17,False
2018-07-15,20,False
2018-07-22,31,False
2018-07-29,68,False
2018-08-05,48,False
2018-08-12,15,False
2018-08-19,20,False
2018-08-26,11,False
2018-09-02,8,False
2018-09-09,11,False
2018-09-16,8,False
2018-09-23,10,False
2018-09-30,9,False
2018-10-07,11,False
2018-10-14,8,False
2018-10-21,9,False
2018-10-28,9,False
2018-11-04,8,False
2018-11-11,8,False
2018-11-18,7,False
2018-11-25,5,False
2018-12-02,6,False
2018-12-09,6,False
2018-12-16,6,False
2018-12-23,5,False
2018-12-30,5,False
2019-01-06,8,False
2019-01-13,8,False
2019-01-20,6,False
2019-01-27,8,False
2019-02-03,8,False
2019-02-10,7,False
2019-02-17,9,False
2019-02-24,11,False
2019-03-03,8,False
2019-03-10,9,False
2019-03-17,9,False
2019-03-24,11,False
2019-03-31,10,False
2019-04-07,9,False
2019-04-14,11,False
2019-04-21,10,False
2019-04-28,10,False
2019-05-05,10,False
2019-05-12,12,False
2019-05-19,13,False
2019-05-26,12,False
2019-06-02,25,False
2019-06-09,15,False
2019-06-16,28,False
2019-06-23,100,False
2019-06-30,73,False
2019-07-07,30,False
2019-07-14,28,False
2019-07-21,56,False
2019-07-28,22,False
2019-08-04,14,False
2019-08-11,13,False
2019-08-18,10,False
2019-08-25,14,False
2019-09-01,10,False
2019-09-08,9,False
2019-09-15,10,False
2019-09-22,11,False
2019-09-29,11,False
2019-10-06,12,False
2019-10-13,9,False
2019-10-20,10,False
2019-10-27,9,False
2019-11-03,8,False
2019-11-10,9,False
2019-11-17,9,False
2019-11-24,8,False
2019-12-01,10,False
2019-12-08,6,False
2019-12-15,6,False
2019-12-22,6,False
2019-12-29,7,False
2020-01-05,9,False
2020-01-12,9,False
2020-01-19,8,False
2020-01-26,10,False
2020-02-02,10,False
2020-02-09,9,False
2020-02-16,12,False
2020-02-23,11,False
2020-03-01,11,False
2020-03-08,8,False
2020-03-15,5,False
2020-03-22,4,False
2020-03-29,5,False
2020-04-05,9,False
2020-04-12,8,False
2020-04-19,14,False
2020-04-26,14,False
2020-05-03,18,False
2020-05-10,18,False
2020-05-17,33,False
2020-05-24,35,False
2020-05-31,29,False
2020-06-07,17,False
2020-06-14,23,False
