date,Climatisation,isPartial
2018-01-07,11,False
2018-01-14,4,False
2018-01-21,4,False
2018-01-28,6,False
2018-02-04,7,False
2018-02-11,6,False
2018-02-18,5,False
2018-02-25,4,False
2018-03-04,13,False
2018-03-11,7,False
2018-03-18,11,False
2018-03-25,5,False
2018-04-01,6,False
2018-04-08,6,False
2018-04-15,7,False
2018-04-22,11,False
2018-04-29,10,False
2018-05-06,8,False
2018-05-13,4,False
2018-05-20,12,False
2018-05-27,7,False
2018-06-03,13,False
2018-06-10,7,False
2018-06-17,11,False
2018-06-24,13,False
2018-07-01,23,False
2018-07-08,13,False
2018-07-15,12,False
2018-07-22,12,False
2018-07-29,47,False
2018-08-05,36,False
2018-08-12,4,False
2018-08-19,7,False
2018-08-26,13,False
2018-09-02,9,False
2018-09-09,4,False
2018-09-16,6,False
2018-09-23,10,False
2018-09-30,6,False
2018-10-07,4,False
2018-10-14,8,False
2018-10-21,8,False
2018-10-28,7,False
2018-11-04,4,False
2018-11-11,4,False
2018-11-18,4,False
2018-11-25,4,False
2018-12-02,6,False
2018-12-09,4,False
2018-12-16,10,False
2018-12-23,4,False
2018-12-30,4,False
2019-01-06,6,False
2019-01-13,7,False
2019-01-20,7,False
2019-01-27,5,False
2019-02-03,6,False
2019-02-10,9,False
2019-02-17,8,False
2019-02-24,6,False
2019-03-03,5,False
2019-03-10,9,False
2019-03-17,8,False
2019-03-24,0,False
2019-03-31,6,False
2019-04-07,4,False
2019-04-14,11,False
2019-04-21,11,False
2019-04-28,10,False
2019-05-05,6,False
2019-05-12,14,False
2019-05-19,11,False
2019-05-26,10,False
2019-06-02,18,False
2019-06-09,17,False
2019-06-16,24,False
2019-06-23,100,False
2019-06-30,59,False
2019-07-07,25,False
2019-07-14,24,False
2019-07-21,80,False
2019-07-28,16,False
2019-08-04,13,False
2019-08-11,8,False
2019-08-18,5,False
2019-08-25,11,False
2019-09-01,10,False
2019-09-08,13,False
2019-09-15,13,False
2019-09-22,5,False
2019-09-29,12,False
2019-10-06,7,False
2019-10-13,10,False
2019-10-20,9,False
2019-10-27,8,False
2019-11-03,8,False
2019-11-10,10,False
2019-11-17,9,False
2019-11-24,3,False
2019-12-01,10,False
2019-12-08,7,False
2019-12-15,7,False
2019-12-22,0,False
2019-12-29,7,False
2020-01-05,11,False
2020-01-12,13,False
2020-01-19,7,False
2020-01-26,12,False
2020-02-02,10,False
2020-02-09,11,False
2020-02-16,12,False
2020-02-23,8,False
2020-03-01,5,False
2020-03-08,12,False
2020-03-15,7,False
2020-03-22,3,False
2020-03-29,6,False
2020-04-05,4,False
2020-04-12,7,False
2020-04-19,10,False
2020-04-26,8,False
2020-05-03,14,False
2020-05-10,8,False
2020-05-17,34,False
2020-05-24,33,False
2020-05-31,21,False
2020-06-07,13,False
2020-06-14,10,False
