date,Climatisation,isPartial
2018-01-07,11,False
2018-01-14,7,False
2018-01-21,11,False
2018-01-28,22,False
2018-02-04,8,False
2018-02-11,11,False
2018-02-18,26,False
2018-02-25,11,False
2018-03-04,6,False
2018-03-11,15,False
2018-03-18,7,False
2018-03-25,20,False
2018-04-01,8,False
2018-04-08,14,False
2018-04-15,26,False
2018-04-22,15,False
2018-04-29,12,False
2018-05-06,8,False
2018-05-13,8,False
2018-05-20,20,False
2018-05-27,27,False
2018-06-03,22,False
2018-06-10,12,False
2018-06-17,24,False
2018-06-24,32,False
2018-07-01,61,False
2018-07-08,19,False
2018-07-15,17,False
2018-07-22,56,False
2018-07-29,48,False
2018-08-05,43,False
2018-08-12,11,False
2018-08-19,11,False
2018-08-26,10,False
2018-09-02,12,False
2018-09-09,9,False
2018-09-16,6,False
2018-09-23,12,False
2018-09-30,6,False
2018-10-07,10,False
2018-10-14,12,False
2018-10-21,10,False
2018-10-28,11,False
2018-11-04,11,False
2018-11-11,6,False
2018-11-18,11,False
2018-11-25,6,False
2018-12-02,6,False
2018-12-09,6,False
2018-12-16,12,False
2018-12-23,6,False
2018-12-30,10,False
2019-01-06,7,False
2019-01-13,11,False
2019-01-20,11,False
2019-01-27,8,False
2019-02-03,8,False
2019-02-10,14,False
2019-02-17,10,False
2019-02-24,13,False
2019-03-03,5,False
2019-03-10,13,False
2019-03-17,15,False
2019-03-24,12,False
2019-03-31,17,False
2019-04-07,8,False
2019-04-14,12,False
2019-04-21,13,False
2019-04-28,14,False
2019-05-05,11,False
2019-05-12,9,False
2019-05-19,25,False
2019-05-26,13,False
2019-06-02,19,False
2019-06-09,14,False
2019-06-16,47,False
2019-06-23,100,False
2019-06-30,37,False
2019-07-07,32,False
2019-07-14,24,False
2019-07-21,92,False
2019-07-28,25,False
2019-08-04,17,False
2019-08-11,18,False
2019-08-18,6,False
2019-08-25,17,False
2019-09-01,7,False
2019-09-08,11,False
2019-09-15,5,False
2019-09-22,13,False
2019-09-29,5,False
2019-10-06,10,False
2019-10-13,12,False
2019-10-20,5,False
2019-10-27,7,False
2019-11-03,7,False
2019-11-10,15,False
2019-11-17,8,False
2019-11-24,6,False
2019-12-01,8,False
2019-12-08,10,False
2019-12-15,5,False
2019-12-22,8,False
2019-12-29,10,False
2020-01-05,8,False
2020-01-12,12,False
2020-01-19,15,False
2020-01-26,9,False
2020-02-02,9,False
2020-02-09,21,False
2020-02-16,8,False
2020-02-23,9,False
2020-03-01,20,False
2020-03-08,9,False
2020-03-15,8,False
2020-03-22,5,False
2020-03-29,8,False
2020-04-05,6,False
2020-04-12,12,False
2020-04-19,20,False
2020-04-26,16,False
2020-05-03,14,False
2020-05-10,11,False
2020-05-17,38,False
2020-05-24,36,False
2020-05-31,28,False
2020-06-07,19,False
2020-06-14,23,False
