date,Climatisation,isPartial
2018-01-07,7,False
2018-01-14,5,False
2018-01-21,7,False
2018-01-28,7,False
2018-02-04,7,False
2018-02-11,7,False
2018-02-18,6,False
2018-02-25,8,False
2018-03-04,8,False
2018-03-11,6,False
2018-03-18,8,False
2018-03-25,7,False
2018-04-01,6,False
2018-04-08,9,False
2018-04-15,18,False
2018-04-22,15,False
2018-04-29,9,False
2018-05-06,13,False
2018-05-13,8,False
2018-05-20,11,False
2018-05-27,19,False
2018-06-03,14,False
2018-06-10,13,False
2018-06-17,16,False
2018-06-24,24,False
2018-07-01,41,False
2018-07-08,25,False
2018-07-15,22,False
2018-07-22,45,False
2018-07-29,47,False
2018-08-05,40,False
2018-08-12,15,False
2018-08-19,13,False
2018-08-26,10,False
2018-09-02,10,False
2018-09-09,9,False
2018-09-16,9,False
2018-09-23,8,False
2018-09-30,8,False
2018-10-07,7,False
2018-10-14,7,False
2018-10-21,10,False
2018-10-28,7,False
2018-11-04,7,False
2018-11-11,6,False
2018-11-18,8,False
2018-11-25,6,False
2018-12-02,6,False
2018-12-09,6,False
2018-12-16,7,False
2018-12-23,5,False
2018-12-30,6,False
2019-01-06,6,False
2019-01-13,6,False
2019-01-20,8,False
2019-01-27,6,False
2019-02-03,7,False
2019-02-10,6,False
2019-02-17,8,False
2019-02-24,9,False
2019-03-03,9,False
2019-03-10,8,False
2019-03-17,9,False
2019-03-24,8,False
2019-03-31,10,False
2019-04-07,8,False
2019-04-14,11,False
2019-04-21,12,False
2019-04-28,7,False
2019-05-05,10,False
2019-05-12,10,False
2019-05-19,10,False
2019-05-26,13,False
2019-06-02,24,False
2019-06-09,14,False
2019-06-16,35,False
2019-06-23,100,False
2019-06-30,35,False
2019-07-07,22,False
2019-07-14,19,False
2019-07-21,65,False
2019-07-28,17,False
2019-08-04,13,False
2019-08-11,11,False
2019-08-18,8,False
2019-08-25,14,False
2019-09-01,10,False
2019-09-08,8,False
2019-09-15,9,False
2019-09-22,8,False
2019-09-29,9,False
2019-10-06,7,False
2019-10-13,7,False
2019-10-20,7,False
2019-10-27,7,False
2019-11-03,8,False
2019-11-10,8,False
2019-11-17,7,False
2019-11-24,7,False
2019-12-01,6,False
2019-12-08,8,False
2019-12-15,7,False
2019-12-22,5,False
2019-12-29,7,False
2020-01-05,7,False
2020-01-12,7,False
2020-01-19,8,False
2020-01-26,7,False
2020-02-02,8,False
2020-02-09,9,False
2020-02-16,8,False
2020-02-23,8,False
2020-03-01,9,False
2020-03-08,9,False
2020-03-15,4,False
2020-03-22,4,False
2020-03-29,4,False
2020-04-05,9,False
2020-04-12,8,False
2020-04-19,12,False
2020-04-26,10,False
2020-05-03,12,False
2020-05-10,11,False
2020-05-17,29,False
2020-05-24,29,False
2020-05-31,26,False
2020-06-07,17,False
2020-06-14,16,False
