date,Climatisation,isPartial
2018-01-07,7,False
2018-01-14,29,False
2018-01-21,13,False
2018-01-28,8,False
2018-02-04,5,False
2018-02-11,13,False
2018-02-18,11,False
2018-02-25,11,False
2018-03-04,15,False
2018-03-11,12,False
2018-03-18,8,False
2018-03-25,8,False
2018-04-01,8,False
2018-04-08,17,False
2018-04-15,20,False
2018-04-22,16,False
2018-04-29,10,False
2018-05-06,24,False
2018-05-13,24,False
2018-05-20,15,False
2018-05-27,24,False
2018-06-03,15,False
2018-06-10,19,False
2018-06-17,25,False
2018-06-24,41,False
2018-07-01,53,False
2018-07-08,44,False
2018-07-15,22,False
2018-07-22,42,False
2018-07-29,39,False
2018-08-05,49,False
2018-08-12,14,False
2018-08-19,16,False
2018-08-26,18,False
2018-09-02,8,False
2018-09-09,12,False
2018-09-16,13,False
2018-09-23,19,False
2018-09-30,10,False
2018-10-07,8,False
2018-10-14,17,False
2018-10-21,12,False
2018-10-28,11,False
2018-11-04,13,False
2018-11-11,8,False
2018-11-18,7,False
2018-11-25,10,False
2018-12-02,10,False
2018-12-09,12,False
2018-12-16,13,False
2018-12-23,11,False
2018-12-30,13,False
2019-01-06,7,False
2019-01-13,16,False
2019-01-20,13,False
2019-01-27,9,False
2019-02-03,8,False
2019-02-10,5,False
2019-02-17,15,False
2019-02-24,15,False
2019-03-03,13,False
2019-03-10,12,False
2019-03-17,10,False
2019-03-24,10,False
2019-03-31,15,False
2019-04-07,15,False
2019-04-14,7,False
2019-04-21,21,False
2019-04-28,14,False
2019-05-05,19,False
2019-05-12,17,False
2019-05-19,21,False
2019-05-26,34,False
2019-06-02,17,False
2019-06-09,14,False
2019-06-16,26,False
2019-06-23,100,False
2019-06-30,40,False
2019-07-07,48,False
2019-07-14,38,False
2019-07-21,61,False
2019-07-28,17,False
2019-08-04,16,False
2019-08-11,12,False
2019-08-18,9,False
2019-08-25,11,False
2019-09-01,11,False
2019-09-08,8,False
2019-09-15,11,False
2019-09-22,21,False
2019-09-29,18,False
2019-10-06,4,False
2019-10-13,10,False
2019-10-20,9,False
2019-10-27,11,False
2019-11-03,21,False
2019-11-10,17,False
2019-11-17,16,False
2019-11-24,8,False
2019-12-01,7,False
2019-12-08,7,False
2019-12-15,13,False
2019-12-22,9,False
2019-12-29,12,False
2020-01-05,12,False
2020-01-12,9,False
2020-01-19,6,False
2020-01-26,6,False
2020-02-02,8,False
2020-02-09,18,False
2020-02-16,17,False
2020-02-23,12,False
2020-03-01,14,False
2020-03-08,8,False
2020-03-15,6,False
2020-03-22,10,False
2020-03-29,7,False
2020-04-05,8,False
2020-04-12,12,False
2020-04-19,14,False
2020-04-26,11,False
2020-05-03,10,False
2020-05-10,18,False
2020-05-17,33,False
2020-05-24,45,False
2020-05-31,33,False
2020-06-07,28,False
2020-06-14,23,False
