date,Climatisation,isPartial
2018-01-07,4,False
2018-01-14,4,False
2018-01-21,6,False
2018-01-28,5,False
2018-02-04,6,False
2018-02-11,6,False
2018-02-18,3,False
2018-02-25,7,False
2018-03-04,8,False
2018-03-11,6,False
2018-03-18,4,False
2018-03-25,4,False
2018-04-01,6,False
2018-04-08,4,False
2018-04-15,8,False
2018-04-22,15,False
2018-04-29,6,False
2018-05-06,8,False
2018-05-13,11,False
2018-05-20,12,False
2018-05-27,15,False
2018-06-03,18,False
2018-06-10,20,False
2018-06-17,13,False
2018-06-24,18,False
2018-07-01,27,False
2018-07-08,13,False
2018-07-15,18,False
2018-07-22,52,False
2018-07-29,47,False
2018-08-05,48,False
2018-08-12,19,False
2018-08-19,16,False
2018-08-26,7,False
2018-09-02,3,False
2018-09-09,10,False
2018-09-16,7,False
2018-09-23,9,False
2018-09-30,8,False
2018-10-07,7,False
2018-10-14,8,False
2018-10-21,5,False
2018-10-28,10,False
2018-11-04,6,False
2018-11-11,4,False
2018-11-18,7,False
2018-11-25,7,False
2018-12-02,5,False
2018-12-09,6,False
2018-12-16,2,False
2018-12-23,9,False
2018-12-30,5,False
2019-01-06,3,False
2019-01-13,4,False
2019-01-20,6,False
2019-01-27,4,False
2019-02-03,8,False
2019-02-10,8,False
2019-02-17,5,False
2019-02-24,7,False
2019-03-03,6,False
2019-03-10,7,False
2019-03-17,8,False
2019-03-24,4,False
2019-03-31,8,False
2019-04-07,10,False
2019-04-14,9,False
2019-04-21,8,False
2019-04-28,6,False
2019-05-05,5,False
2019-05-12,10,False
2019-05-19,10,False
2019-05-26,13,False
2019-06-02,36,False
2019-06-09,15,False
2019-06-16,40,False
2019-06-23,100,False
2019-06-30,47,False
2019-07-07,22,False
2019-07-14,20,False
2019-07-21,57,False
2019-07-28,16,False
2019-08-04,11,False
2019-08-11,17,False
2019-08-18,9,False
2019-08-25,13,False
2019-09-01,10,False
2019-09-08,6,False
2019-09-15,10,False
2019-09-22,6,False
2019-09-29,9,False
2019-10-06,7,False
2019-10-13,8,False
2019-10-20,5,False
2019-10-27,8,False
2019-11-03,6,False
2019-11-10,8,False
2019-11-17,5,False
2019-11-24,9,False
2019-12-01,3,False
2019-12-08,9,False
2019-12-15,4,False
2019-12-22,6,False
2019-12-29,7,False
2020-01-05,4,False
2020-01-12,5,False
2020-01-19,13,False
2020-01-26,6,False
2020-02-02,8,False
2020-02-09,9,False
2020-02-16,9,False
2020-02-23,7,False
2020-03-01,9,False
2020-03-08,3,False
2020-03-15,3,False
2020-03-22,2,False
2020-03-29,3,False
2020-04-05,10,False
2020-04-12,9,False
2020-04-19,11,False
2020-04-26,7,False
2020-05-03,9,False
2020-05-10,10,False
2020-05-17,30,False
2020-05-24,24,False
2020-05-31,24,False
2020-06-07,17,False
2020-06-14,16,False
