date,addobbi natalizi,isPartial
2018-01-07,5,False
2018-01-14,5,False
2018-01-21,4,False
2018-01-28,0,False
2018-02-04,3,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,4,False
2018-06-03,0,False
2018-06-10,4,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,4,False
2018-08-19,3,False
2018-08-26,4,False
2018-09-02,4,False
2018-09-09,7,False
2018-09-16,0,False
2018-09-23,5,False
2018-09-30,5,False
2018-10-07,11,False
2018-10-14,11,False
2018-10-21,9,False
2018-10-28,24,False
2018-11-04,26,False
2018-11-11,35,False
2018-11-18,64,False
2018-11-25,72,False
2018-12-02,100,False
2018-12-09,45,False
2018-12-16,18,False
2018-12-23,7,False
2018-12-30,6,False
2019-01-06,7,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,4,False
2019-02-03,3,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,4,False
2019-06-09,4,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,7,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,4,False
2019-08-18,0,False
2019-08-25,3,False
2019-09-01,7,False
2019-09-08,7,False
2019-09-15,3,False
2019-09-22,7,False
2019-09-29,7,False
2019-10-06,10,False
2019-10-13,14,False
2019-10-20,18,False
2019-10-27,24,False
2019-11-03,29,False
2019-11-10,35,False
2019-11-17,55,False
2019-11-24,54,False
2019-12-01,61,False
2019-12-08,27,False
2019-12-15,9,False
2019-12-22,10,False
2019-12-29,6,False
2020-01-05,4,False
2020-01-12,0,False
2020-01-19,3,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,3,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
