date,Pflasterarbeiten,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,38,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,38,False
2018-02-25,39,False
2018-03-04,38,False
2018-03-11,76,False
2018-03-18,38,False
2018-03-25,40,False
2018-04-01,43,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,40,False
2018-05-20,84,False
2018-05-27,0,False
2018-06-03,66,False
2018-06-10,38,False
2018-06-17,39,False
2018-06-24,0,False
2018-07-01,41,False
2018-07-08,0,False
2018-07-15,44,False
2018-07-22,46,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,42,False
2018-08-26,41,False
2018-09-02,40,False
2018-09-09,0,False
2018-09-16,60,False
2018-09-23,40,False
2018-09-30,31,False
2018-10-07,34,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,37,False
2018-11-11,0,False
2018-11-18,39,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,42,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,37,False
2019-01-13,65,False
2019-01-20,35,False
2019-01-27,30,False
2019-02-03,0,False
2019-02-10,38,False
2019-02-17,76,False
2019-02-24,37,False
2019-03-03,0,False
2019-03-10,38,False
2019-03-17,0,False
2019-03-24,38,False
2019-03-31,77,False
2019-04-07,47,False
2019-04-14,43,False
2019-04-21,43,False
2019-04-28,63,False
2019-05-05,0,False
2019-05-12,39,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,33,False
2019-06-09,40,False
2019-06-16,58,False
2019-06-23,40,False
2019-06-30,40,False
2019-07-07,0,False
2019-07-14,41,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,39,False
2019-08-18,0,False
2019-08-25,72,False
2019-09-01,35,False
2019-09-08,38,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,67,False
2019-10-06,38,False
2019-10-13,37,False
2019-10-20,0,False
2019-10-27,72,False
2019-11-03,63,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,35,False
2019-12-01,33,False
2019-12-08,36,False
2019-12-15,0,False
2019-12-22,48,False
2019-12-29,39,False
2020-01-05,66,False
2020-01-12,0,False
2020-01-19,36,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,31,False
2020-02-16,35,False
2020-02-23,33,False
2020-03-01,32,False
2020-03-08,30,False
2020-03-15,33,False
2020-03-22,100,False
2020-03-29,49,False
2020-04-05,0,False
2020-04-12,36,False
2020-04-19,68,False
2020-04-26,33,False
2020-05-03,30,False
2020-05-10,50,False
