date,Waschmaschinen Reparatur,isPartial
2018-01-07,25,False
2018-01-14,33,False
2018-01-21,50,False
2018-01-28,50,False
2018-02-04,39,False
2018-02-11,26,False
2018-02-18,25,False
2018-02-25,25,False
2018-03-04,77,False
2018-03-11,42,False
2018-03-18,25,False
2018-03-25,41,False
2018-04-01,54,False
2018-04-08,51,False
2018-04-15,65,False
2018-04-22,100,False
2018-04-29,35,False
2018-05-06,26,False
2018-05-13,50,False
2018-05-20,53,False
2018-05-27,34,False
2018-06-03,51,False
2018-06-10,49,False
2018-06-17,41,False
2018-06-24,42,False
2018-07-01,37,False
2018-07-08,41,False
2018-07-15,66,False
2018-07-22,0,False
2018-07-29,40,False
2018-08-05,0,False
2018-08-12,79,False
2018-08-19,52,False
2018-08-26,39,False
2018-09-02,38,False
2018-09-09,26,False
2018-09-16,51,False
2018-09-23,52,False
2018-09-30,39,False
2018-10-07,35,False
2018-10-14,35,False
2018-10-21,39,False
2018-10-28,25,False
2018-11-04,37,False
2018-11-11,25,False
2018-11-18,72,False
2018-11-25,49,False
2018-12-02,24,False
2018-12-09,74,False
2018-12-16,63,False
2018-12-23,0,False
2018-12-30,40,False
2019-01-06,47,False
2019-01-13,23,False
2019-01-20,35,False
2019-01-27,39,False
2019-02-03,47,False
2019-02-10,48,False
2019-02-17,32,False
2019-02-24,24,False
2019-03-03,60,False
2019-03-10,39,False
2019-03-17,37,False
2019-03-24,49,False
2019-03-31,24,False
2019-04-07,37,False
2019-04-14,53,False
2019-04-21,52,False
2019-04-28,37,False
2019-05-05,35,False
2019-05-12,32,False
2019-05-19,40,False
2019-05-26,25,False
2019-06-02,36,False
2019-06-09,37,False
2019-06-16,66,False
2019-06-23,25,False
2019-06-30,24,False
2019-07-07,48,False
2019-07-14,25,False
2019-07-21,45,False
2019-07-28,53,False
2019-08-04,80,False
2019-08-11,38,False
2019-08-18,42,False
2019-08-25,24,False
2019-09-01,60,False
2019-09-08,49,False
2019-09-15,49,False
2019-09-22,55,False
2019-09-29,48,False
2019-10-06,35,False
2019-10-13,55,False
2019-10-20,48,False
2019-10-27,47,False
2019-11-03,30,False
2019-11-10,67,False
2019-11-17,67,False
2019-11-24,43,False
2019-12-01,30,False
2019-12-08,22,False
2019-12-15,38,False
2019-12-22,39,False
2019-12-29,25,False
2020-01-05,54,False
2020-01-12,52,False
2020-01-19,22,False
2020-01-26,43,False
2020-02-02,28,False
2020-02-09,34,False
2020-02-16,43,False
2020-02-23,51,False
2020-03-01,31,False
2020-03-08,29,False
2020-03-15,19,False
2020-03-22,19,False
2020-03-29,26,False
2020-04-05,52,False
2020-04-12,20,False
2020-04-19,26,False
2020-04-26,19,False
2020-05-03,39,False
2020-05-10,59,False
