date,tapis yoga,isPartial
2018-01-07,67,False
2018-01-14,90,False
2018-01-21,89,False
2018-01-28,0,False
2018-02-04,44,False
2018-02-11,0,False
2018-02-18,46,False
2018-02-25,87,False
2018-03-04,44,False
2018-03-11,46,False
2018-03-18,0,False
2018-03-25,45,False
2018-04-01,46,False
2018-04-08,42,False
2018-04-15,49,False
2018-04-22,0,False
2018-04-29,43,False
2018-05-06,44,False
2018-05-13,44,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,43,False
2018-06-17,46,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,43,False
2018-07-15,65,False
2018-07-22,64,False
2018-07-29,0,False
2018-08-05,39,False
2018-08-12,40,False
2018-08-19,42,False
2018-08-26,43,False
2018-09-02,45,False
2018-09-09,89,False
2018-09-16,46,False
2018-09-23,69,False
2018-09-30,92,False
2018-10-07,0,False
2018-10-14,92,False
2018-10-21,49,False
2018-10-28,46,False
2018-11-04,0,False
2018-11-11,46,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,47,False
2018-12-09,48,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,70,False
2019-01-13,47,False
2019-01-20,45,False
2019-01-27,88,False
2019-02-03,0,False
2019-02-10,46,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,48,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,46,False
2019-04-07,0,False
2019-04-14,45,False
2019-04-21,0,False
2019-04-28,46,False
2019-05-05,88,False
2019-05-12,45,False
2019-05-19,44,False
2019-05-26,45,False
2019-06-02,64,False
2019-06-09,0,False
2019-06-16,45,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,82,False
2019-07-14,41,False
2019-07-21,59,False
2019-07-28,39,False
2019-08-04,0,False
2019-08-11,38,False
2019-08-18,35,False
2019-08-25,35,False
2019-09-01,41,False
2019-09-08,40,False
2019-09-15,81,False
2019-09-22,55,False
2019-09-29,42,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,40,False
2019-10-27,41,False
2019-11-03,0,False
2019-11-10,41,False
2019-11-17,40,False
2019-11-24,79,False
2019-12-01,40,False
2019-12-08,40,False
2019-12-15,41,False
2019-12-22,46,False
2019-12-29,43,False
2020-01-05,40,False
2020-01-12,39,False
2020-01-19,76,False
2020-01-26,39,False
2020-02-02,40,False
2020-02-09,41,False
2020-02-16,0,False
2020-02-23,37,False
2020-03-01,36,False
2020-03-08,0,False
2020-03-15,33,False
2020-03-22,42,False
2020-03-29,81,False
2020-04-05,100,False
2020-04-12,98,False
2020-04-19,52,False
2020-04-26,93,False
2020-05-03,84,False
2020-05-10,85,False
2020-05-17,83,True
