date,Wedding planner,isPartial
2018-01-07,42,False
2018-01-14,42,False
2018-01-21,42,False
2018-01-28,0,False
2018-02-04,87,False
2018-02-11,64,False
2018-02-18,87,False
2018-02-25,88,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,43,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,45,False
2018-05-13,0,False
2018-05-20,44,False
2018-05-27,42,False
2018-06-03,42,False
2018-06-10,41,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,65,False
2018-07-08,0,False
2018-07-15,96,False
2018-07-22,47,False
2018-07-29,49,False
2018-08-05,50,False
2018-08-12,49,False
2018-08-19,47,False
2018-08-26,45,False
2018-09-02,45,False
2018-09-09,0,False
2018-09-16,44,False
2018-09-23,44,False
2018-09-30,44,False
2018-10-07,0,False
2018-10-14,46,False
2018-10-21,45,False
2018-10-28,45,False
2018-11-04,43,False
2018-11-11,43,False
2018-11-18,0,False
2018-11-25,38,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,39,False
2018-12-30,37,False
2019-01-06,0,False
2019-01-13,56,False
2019-01-20,73,False
2019-01-27,36,False
2019-02-03,37,False
2019-02-10,0,False
2019-02-17,43,False
2019-02-24,39,False
2019-03-03,36,False
2019-03-10,37,False
2019-03-17,77,False
2019-03-24,38,False
2019-03-31,38,False
2019-04-07,37,False
2019-04-14,0,False
2019-04-21,37,False
2019-04-28,0,False
2019-05-05,37,False
2019-05-12,37,False
2019-05-19,37,False
2019-05-26,78,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,38,False
2019-06-23,38,False
2019-06-30,37,False
2019-07-07,37,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,43,False
2019-08-04,37,False
2019-08-11,34,False
2019-08-18,33,False
2019-08-25,32,False
2019-09-01,47,False
2019-09-08,36,False
2019-09-15,0,False
2019-09-22,35,False
2019-09-29,0,False
2019-10-06,68,False
2019-10-13,35,False
2019-10-20,35,False
2019-10-27,34,False
2019-11-03,33,False
2019-11-10,35,False
2019-11-17,68,False
2019-11-24,32,False
2019-12-01,0,False
2019-12-08,34,False
2019-12-15,0,False
2019-12-22,46,False
2019-12-29,64,False
2020-01-05,0,False
2020-01-12,32,False
2020-01-19,50,False
2020-01-26,32,False
2020-02-02,100,False
2020-02-09,66,False
2020-02-16,84,False
2020-02-23,64,False
2020-03-01,0,False
2020-03-08,32,False
2020-03-15,32,False
2020-03-22,31,False
2020-03-29,31,False
2020-04-05,32,False
2020-04-12,63,False
2020-04-19,94,False
2020-04-26,29,False
2020-05-03,0,False
2020-05-10,31,False
2020-05-17,76,True
