date,Wedding planner,isPartial
2018-01-07,67,False
2018-01-14,29,False
2018-01-21,29,False
2018-01-28,0,False
2018-02-04,58,False
2018-02-11,49,False
2018-02-18,44,False
2018-02-25,29,False
2018-03-04,29,False
2018-03-11,28,False
2018-03-18,28,False
2018-03-25,28,False
2018-04-01,43,False
2018-04-08,43,False
2018-04-15,62,False
2018-04-22,88,False
2018-04-29,0,False
2018-05-06,46,False
2018-05-13,43,False
2018-05-20,29,False
2018-05-27,42,False
2018-06-03,29,False
2018-06-10,55,False
2018-06-17,38,False
2018-06-24,58,False
2018-07-01,39,False
2018-07-08,0,False
2018-07-15,64,False
2018-07-22,64,False
2018-07-29,82,False
2018-08-05,33,False
2018-08-12,34,False
2018-08-19,33,False
2018-08-26,51,False
2018-09-02,0,False
2018-09-09,58,False
2018-09-16,49,False
2018-09-23,68,False
2018-09-30,44,False
2018-10-07,29,False
2018-10-14,39,False
2018-10-21,30,False
2018-10-28,30,False
2018-11-04,28,False
2018-11-11,0,False
2018-11-18,46,False
2018-11-25,27,False
2018-12-02,28,False
2018-12-09,43,False
2018-12-16,0,False
2018-12-23,65,False
2018-12-30,62,False
2019-01-06,28,False
2019-01-13,46,False
2019-01-20,0,False
2019-01-27,39,False
2019-02-03,0,False
2019-02-10,29,False
2019-02-17,44,False
2019-02-24,28,False
2019-03-03,27,False
2019-03-10,28,False
2019-03-17,57,False
2019-03-24,43,False
2019-03-31,55,False
2019-04-07,54,False
2019-04-14,30,False
2019-04-21,41,False
2019-04-28,24,False
2019-05-05,24,False
2019-05-12,25,False
2019-05-19,63,False
2019-05-26,62,False
2019-06-02,35,False
2019-06-09,25,False
2019-06-16,44,False
2019-06-23,40,False
2019-06-30,0,False
2019-07-07,26,False
2019-07-14,53,False
2019-07-21,28,False
2019-07-28,28,False
2019-08-04,30,False
2019-08-11,31,False
2019-08-18,47,False
2019-08-25,95,False
2019-09-01,40,False
2019-09-08,42,False
2019-09-15,41,False
2019-09-22,37,False
2019-09-29,23,False
2019-10-06,23,False
2019-10-13,58,False
2019-10-20,58,False
2019-10-27,35,False
2019-11-03,23,False
2019-11-10,45,False
2019-11-17,30,False
2019-11-24,22,False
2019-12-01,36,False
2019-12-08,25,False
2019-12-15,25,False
2019-12-22,41,False
2019-12-29,26,False
2020-01-05,23,False
2020-01-12,43,False
2020-01-19,44,False
2020-01-26,51,False
2020-02-02,33,False
2020-02-09,44,False
2020-02-16,23,False
2020-02-23,45,False
2020-03-01,34,False
2020-03-08,28,False
2020-03-15,20,False
2020-03-22,39,False
2020-03-29,20,False
2020-04-05,20,False
2020-04-12,100,False
2020-04-19,40,False
2020-04-26,37,False
2020-05-03,38,False
2020-05-10,0,False
2020-05-17,97,True
