date,Wedding planner,isPartial
2018-01-07,100,False
2018-01-14,48,False
2018-01-21,0,False
2018-01-28,50,False
2018-02-04,25,False
2018-02-11,34,False
2018-02-18,44,False
2018-02-25,25,False
2018-03-04,25,False
2018-03-11,26,False
2018-03-18,26,False
2018-03-25,25,False
2018-04-01,27,False
2018-04-08,39,False
2018-04-15,27,False
2018-04-22,37,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,38,False
2018-05-20,51,False
2018-05-27,25,False
2018-06-03,56,False
2018-06-10,39,False
2018-06-17,25,False
2018-06-24,49,False
2018-07-01,24,False
2018-07-08,0,False
2018-07-15,41,False
2018-07-22,0,False
2018-07-29,35,False
2018-08-05,22,False
2018-08-12,23,False
2018-08-19,36,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,73,False
2018-09-16,49,False
2018-09-23,38,False
2018-09-30,42,False
2018-10-07,39,False
2018-10-14,43,False
2018-10-21,26,False
2018-10-28,50,False
2018-11-04,24,False
2018-11-11,37,False
2018-11-18,49,False
2018-11-25,25,False
2018-12-02,25,False
2018-12-09,0,False
2018-12-16,51,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,38,False
2019-01-13,41,False
2019-01-20,36,False
2019-01-27,72,False
2019-02-03,25,False
2019-02-10,26,False
2019-02-17,45,False
2019-02-24,56,False
2019-03-03,26,False
2019-03-10,38,False
2019-03-17,0,False
2019-03-24,24,False
2019-03-31,22,False
2019-04-07,86,False
2019-04-14,23,False
2019-04-21,22,False
2019-04-28,31,False
2019-05-05,21,False
2019-05-12,32,False
2019-05-19,41,False
2019-05-26,21,False
2019-06-02,29,False
2019-06-09,20,False
2019-06-16,42,False
2019-06-23,21,False
2019-06-30,33,False
2019-07-07,26,False
2019-07-14,33,False
2019-07-21,21,False
2019-07-28,33,False
2019-08-04,21,False
2019-08-11,21,False
2019-08-18,50,False
2019-08-25,41,False
2019-09-01,61,False
2019-09-08,61,False
2019-09-15,71,False
2019-09-22,44,False
2019-09-29,57,False
2019-10-06,31,False
2019-10-13,30,False
2019-10-20,62,False
2019-10-27,40,False
2019-11-03,19,False
2019-11-10,19,False
2019-11-17,21,False
2019-11-24,33,False
2019-12-01,31,False
2019-12-08,33,False
2019-12-15,61,False
2019-12-22,0,False
2019-12-29,35,False
2020-01-05,19,False
2020-01-12,37,False
2020-01-19,51,False
2020-01-26,32,False
2020-02-02,19,False
2020-02-09,44,False
2020-02-16,29,False
2020-02-23,19,False
2020-03-01,37,False
2020-03-08,27,False
2020-03-15,17,False
2020-03-22,17,False
2020-03-29,34,False
2020-04-05,25,False
2020-04-12,56,False
2020-04-19,0,False
2020-04-26,16,False
2020-05-03,22,False
2020-05-10,43,False
2020-05-17,43,True
