date,fotografo,isPartial
2018-01-07,27,False
2018-01-14,0,False
2018-01-21,71,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,0,False
2018-02-18,50,False
2018-02-25,72,False
2018-03-04,39,False
2018-03-11,26,False
2018-03-18,0,False
2018-03-25,28,False
2018-04-01,28,False
2018-04-08,28,False
2018-04-15,28,False
2018-04-22,29,False
2018-04-29,0,False
2018-05-06,40,False
2018-05-13,41,False
2018-05-20,27,False
2018-05-27,0,False
2018-06-03,28,False
2018-06-10,66,False
2018-06-17,53,False
2018-06-24,81,False
2018-07-01,0,False
2018-07-08,40,False
2018-07-15,84,False
2018-07-22,51,False
2018-07-29,50,False
2018-08-05,62,False
2018-08-12,46,False
2018-08-19,36,False
2018-08-26,64,False
2018-09-02,40,False
2018-09-09,28,False
2018-09-16,53,False
2018-09-23,27,False
2018-09-30,55,False
2018-10-07,44,False
2018-10-14,55,False
2018-10-21,0,False
2018-10-28,53,False
2018-11-04,53,False
2018-11-11,28,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,41,False
2018-12-09,26,False
2018-12-16,28,False
2018-12-23,83,False
2018-12-30,50,False
2019-01-06,49,False
2019-01-13,51,False
2019-01-20,49,False
2019-01-27,51,False
2019-02-03,64,False
2019-02-10,25,False
2019-02-17,26,False
2019-02-24,25,False
2019-03-03,28,False
2019-03-10,40,False
2019-03-17,27,False
2019-03-24,0,False
2019-03-31,27,False
2019-04-07,26,False
2019-04-14,84,False
2019-04-21,27,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,26,False
2019-05-19,39,False
2019-05-26,74,False
2019-06-02,40,False
2019-06-09,42,False
2019-06-16,55,False
2019-06-23,27,False
2019-06-30,70,False
2019-07-07,0,False
2019-07-14,27,False
2019-07-21,41,False
2019-07-28,26,False
2019-08-04,0,False
2019-08-11,35,False
2019-08-18,55,False
2019-08-25,55,False
2019-09-01,35,False
2019-09-08,37,False
2019-09-15,24,False
2019-09-22,24,False
2019-09-29,62,False
2019-10-06,25,False
2019-10-13,51,False
2019-10-20,37,False
2019-10-27,60,False
2019-11-03,23,False
2019-11-10,25,False
2019-11-17,25,False
2019-11-24,23,False
2019-12-01,25,False
2019-12-08,100,False
2019-12-15,25,False
2019-12-22,25,False
2019-12-29,69,False
2020-01-05,23,False
2020-01-12,34,False
2020-01-19,46,False
2020-01-26,23,False
2020-02-02,87,False
2020-02-09,23,False
2020-02-16,46,False
2020-02-23,21,False
2020-03-01,75,False
2020-03-08,40,False
2020-03-15,37,False
2020-03-22,17,False
2020-03-29,18,False
2020-04-05,38,False
2020-04-12,19,False
2020-04-19,53,False
2020-04-26,49,True
