date,fotografo,isPartial
2018-01-07,92,False
2018-01-14,12,False
2018-01-21,57,False
2018-01-28,56,False
2018-02-04,44,False
2018-02-11,22,False
2018-02-18,23,False
2018-02-25,21,False
2018-03-04,66,False
2018-03-11,88,False
2018-03-18,35,False
2018-03-25,45,False
2018-04-01,34,False
2018-04-08,54,False
2018-04-15,23,False
2018-04-22,69,False
2018-04-29,21,False
2018-05-06,77,False
2018-05-13,66,False
2018-05-20,22,False
2018-05-27,22,False
2018-06-03,55,False
2018-06-10,52,False
2018-06-17,33,False
2018-06-24,55,False
2018-07-01,42,False
2018-07-08,10,False
2018-07-15,62,False
2018-07-22,52,False
2018-07-29,21,False
2018-08-05,41,False
2018-08-12,29,False
2018-08-19,41,False
2018-08-26,32,False
2018-09-02,44,False
2018-09-09,22,False
2018-09-16,99,False
2018-09-23,45,False
2018-09-30,11,False
2018-10-07,22,False
2018-10-14,12,False
2018-10-21,23,False
2018-10-28,22,False
2018-11-04,65,False
2018-11-11,47,False
2018-11-18,68,False
2018-11-25,46,False
2018-12-02,35,False
2018-12-09,24,False
2018-12-16,60,False
2018-12-23,53,False
2018-12-30,37,False
2019-01-06,23,False
2019-01-13,77,False
2019-01-20,42,False
2019-01-27,20,False
2019-02-03,63,False
2019-02-10,43,False
2019-02-17,88,False
2019-02-24,33,False
2019-03-03,10,False
2019-03-10,32,False
2019-03-17,32,False
2019-03-24,22,False
2019-03-31,64,False
2019-04-07,32,False
2019-04-14,32,False
2019-04-21,48,False
2019-04-28,41,False
2019-05-05,40,False
2019-05-12,21,False
2019-05-19,50,False
2019-05-26,20,False
2019-06-02,53,False
2019-06-09,60,False
2019-06-16,30,False
2019-06-23,31,False
2019-06-30,40,False
2019-07-07,19,False
2019-07-14,39,False
2019-07-21,39,False
2019-07-28,69,False
2019-08-04,48,False
2019-08-11,38,False
2019-08-18,47,False
2019-08-25,37,False
2019-09-01,29,False
2019-09-08,20,False
2019-09-15,39,False
2019-09-22,38,False
2019-09-29,29,False
2019-10-06,20,False
2019-10-13,29,False
2019-10-20,18,False
2019-10-27,19,False
2019-11-03,19,False
2019-11-10,39,False
2019-11-17,18,False
2019-11-24,19,False
2019-12-01,39,False
2019-12-08,20,False
2019-12-15,100,False
2019-12-22,36,False
2019-12-29,11,False
2020-01-05,60,False
2020-01-12,47,False
2020-01-19,10,False
2020-01-26,39,False
2020-02-02,19,False
2020-02-09,58,False
2020-02-16,38,False
2020-02-23,89,False
2020-03-01,36,False
2020-03-08,8,False
2020-03-15,17,False
2020-03-22,24,False
2020-03-29,17,False
2020-04-05,17,False
2020-04-12,52,False
2020-04-19,16,False
2020-04-26,14,True
