date,foto matrimonio,isPartial
2018-01-07,5,False
2018-01-14,16,False
2018-01-21,17,False
2018-01-28,5,False
2018-02-04,6,False
2018-02-11,10,False
2018-02-18,7,False
2018-02-25,5,False
2018-03-04,7,False
2018-03-11,7,False
2018-03-18,9,False
2018-03-25,15,False
2018-04-01,12,False
2018-04-08,13,False
2018-04-15,9,False
2018-04-22,13,False
2018-04-29,12,False
2018-05-06,9,False
2018-05-13,70,False
2018-05-20,100,False
2018-05-27,26,False
2018-06-03,25,False
2018-06-10,19,False
2018-06-17,15,False
2018-06-24,17,False
2018-07-01,16,False
2018-07-08,7,False
2018-07-15,17,False
2018-07-22,13,False
2018-07-29,3,False
2018-08-05,10,False
2018-08-12,8,False
2018-08-19,11,False
2018-08-26,37,False
2018-09-02,47,False
2018-09-09,27,False
2018-09-16,13,False
2018-09-23,15,False
2018-09-30,9,False
2018-10-07,16,False
2018-10-14,17,False
2018-10-21,12,False
2018-10-28,13,False
2018-11-04,6,False
2018-11-11,7,False
2018-11-18,4,False
2018-11-25,7,False
2018-12-02,11,False
2018-12-09,6,False
2018-12-16,4,False
2018-12-23,10,False
2018-12-30,7,False
2019-01-06,2,False
2019-01-13,8,False
2019-01-20,10,False
2019-01-27,6,False
2019-02-03,11,False
2019-02-10,9,False
2019-02-17,8,False
2019-02-24,7,False
2019-03-03,8,False
2019-03-10,8,False
2019-03-17,5,False
2019-03-24,9,False
2019-03-31,12,False
2019-04-07,9,False
2019-04-14,13,False
2019-04-21,11,False
2019-04-28,7,False
2019-05-05,11,False
2019-05-12,16,False
2019-05-19,16,False
2019-05-26,10,False
2019-06-02,17,False
2019-06-09,13,False
2019-06-16,12,False
2019-06-23,7,False
2019-06-30,16,False
2019-07-07,8,False
2019-07-14,19,False
2019-07-21,8,False
2019-07-28,20,False
2019-08-04,7,False
2019-08-11,10,False
2019-08-18,8,False
2019-08-25,11,False
2019-09-01,15,False
2019-09-08,7,False
2019-09-15,34,False
2019-09-22,21,False
2019-09-29,11,False
2019-10-06,7,False
2019-10-13,7,False
2019-10-20,14,False
2019-10-27,6,False
2019-11-03,10,False
2019-11-10,7,False
2019-11-17,5,False
2019-11-24,8,False
2019-12-01,6,False
2019-12-08,9,False
2019-12-15,6,False
2019-12-22,6,False
2019-12-29,10,False
2020-01-05,7,False
2020-01-12,6,False
2020-01-19,11,False
2020-01-26,5,False
2020-02-02,13,False
2020-02-09,5,False
2020-02-16,12,False
2020-02-23,5,False
2020-03-01,7,False
2020-03-08,2,False
2020-03-15,2,False
2020-03-22,5,False
2020-03-29,6,False
2020-04-05,6,False
2020-04-12,6,False
2020-04-19,8,False
2020-04-26,8,True
