date,ricevimento,isPartial
2018-01-07,73,False
2018-01-14,61,False
2018-01-21,72,False
2018-01-28,12,False
2018-02-04,69,False
2018-02-11,83,False
2018-02-18,23,False
2018-02-25,22,False
2018-03-04,47,False
2018-03-11,24,False
2018-03-18,34,False
2018-03-25,25,False
2018-04-01,63,False
2018-04-08,36,False
2018-04-15,37,False
2018-04-22,38,False
2018-04-29,25,False
2018-05-06,24,False
2018-05-13,36,False
2018-05-20,84,False
2018-05-27,25,False
2018-06-03,50,False
2018-06-10,23,False
2018-06-17,47,False
2018-06-24,58,False
2018-07-01,36,False
2018-07-08,46,False
2018-07-15,0,False
2018-07-22,69,False
2018-07-29,34,False
2018-08-05,22,False
2018-08-12,20,False
2018-08-19,20,False
2018-08-26,42,False
2018-09-02,55,False
2018-09-09,23,False
2018-09-16,12,False
2018-09-23,47,False
2018-09-30,59,False
2018-10-07,0,False
2018-10-14,49,False
2018-10-21,24,False
2018-10-28,48,False
2018-11-04,47,False
2018-11-11,37,False
2018-11-18,36,False
2018-11-25,71,False
2018-12-02,13,False
2018-12-09,37,False
2018-12-16,25,False
2018-12-23,26,False
2018-12-30,12,False
2019-01-06,47,False
2019-01-13,35,False
2019-01-20,32,False
2019-01-27,32,False
2019-02-03,53,False
2019-02-10,43,False
2019-02-17,22,False
2019-02-24,11,False
2019-03-03,35,False
2019-03-10,100,False
2019-03-17,46,False
2019-03-24,45,False
2019-03-31,67,False
2019-04-07,55,False
2019-04-14,12,False
2019-04-21,47,False
2019-04-28,86,False
2019-05-05,88,False
2019-05-12,43,False
2019-05-19,32,False
2019-05-26,20,False
2019-06-02,45,False
2019-06-09,23,False
2019-06-16,68,False
2019-06-23,45,False
2019-06-30,67,False
2019-07-07,31,False
2019-07-14,43,False
2019-07-21,45,False
2019-07-28,11,False
2019-08-04,64,False
2019-08-11,22,False
2019-08-18,21,False
2019-08-25,11,False
2019-09-01,61,False
2019-09-08,0,False
2019-09-15,20,False
2019-09-22,41,False
2019-09-29,31,False
2019-10-06,32,False
2019-10-13,85,False
2019-10-20,42,False
2019-10-27,42,False
2019-11-03,20,False
2019-11-10,31,False
2019-11-17,31,False
2019-11-24,30,False
2019-12-01,73,False
2019-12-08,53,False
2019-12-15,11,False
2019-12-22,44,False
2019-12-29,0,False
2020-01-05,51,False
2020-01-12,78,False
2020-01-19,10,False
2020-01-26,10,False
2020-02-02,38,False
2020-02-09,30,False
2020-02-16,40,False
2020-02-23,47,False
2020-03-01,64,False
2020-03-08,17,False
2020-03-15,8,False
2020-03-22,15,False
2020-03-29,8,False
2020-04-05,9,False
2020-04-12,17,False
2020-04-19,8,False
2020-04-26,28,True
