date,ricevimento,isPartial
2018-01-07,21,False
2018-01-14,41,False
2018-01-21,56,False
2018-01-28,100,False
2018-02-04,27,False
2018-02-11,34,False
2018-02-18,66,False
2018-02-25,63,False
2018-03-04,59,False
2018-03-11,26,False
2018-03-18,68,False
2018-03-25,21,False
2018-04-01,14,False
2018-04-08,47,False
2018-04-15,55,False
2018-04-22,85,False
2018-04-29,40,False
2018-05-06,65,False
2018-05-13,68,False
2018-05-20,81,False
2018-05-27,14,False
2018-06-03,34,False
2018-06-10,52,False
2018-06-17,26,False
2018-06-24,47,False
2018-07-01,32,False
2018-07-08,45,False
2018-07-15,33,False
2018-07-22,13,False
2018-07-29,14,False
2018-08-05,28,False
2018-08-12,14,False
2018-08-19,21,False
2018-08-26,27,False
2018-09-02,53,False
2018-09-09,59,False
2018-09-16,45,False
2018-09-23,52,False
2018-09-30,54,False
2018-10-07,75,False
2018-10-14,40,False
2018-10-21,14,False
2018-10-28,53,False
2018-11-04,47,False
2018-11-11,49,False
2018-11-18,61,False
2018-11-25,54,False
2018-12-02,76,False
2018-12-09,78,False
2018-12-16,51,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,50,False
2019-01-13,48,False
2019-01-20,39,False
2019-01-27,38,False
2019-02-03,52,False
2019-02-10,47,False
2019-02-17,34,False
2019-02-24,74,False
2019-03-03,42,False
2019-03-10,20,False
2019-03-17,68,False
2019-03-24,48,False
2019-03-31,87,False
2019-04-07,34,False
2019-04-14,28,False
2019-04-21,27,False
2019-04-28,33,False
2019-05-05,90,False
2019-05-12,38,False
2019-05-19,44,False
2019-05-26,31,False
2019-06-02,66,False
2019-06-09,33,False
2019-06-16,56,False
2019-06-23,35,False
2019-06-30,40,False
2019-07-07,77,False
2019-07-14,27,False
2019-07-21,34,False
2019-07-28,20,False
2019-08-04,28,False
2019-08-11,15,False
2019-08-18,14,False
2019-08-25,19,False
2019-09-01,43,False
2019-09-08,32,False
2019-09-15,50,False
2019-09-22,24,False
2019-09-29,80,False
2019-10-06,57,False
2019-10-13,56,False
2019-10-20,67,False
2019-10-27,66,False
2019-11-03,65,False
2019-11-10,43,False
2019-11-17,41,False
2019-11-24,36,False
2019-12-01,44,False
2019-12-08,37,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,55,False
2020-01-05,32,False
2020-01-12,35,False
2020-01-19,79,False
2020-01-26,70,False
2020-02-02,52,False
2020-02-09,36,False
2020-02-16,54,False
2020-02-23,27,False
2020-03-01,49,False
2020-03-08,26,False
2020-03-15,0,False
2020-03-22,10,False
2020-03-29,30,False
2020-04-05,26,False
2020-04-12,26,False
2020-04-19,30,False
2020-04-26,17,True
