date,ricevimento,isPartial
2018-01-07,25,False
2018-01-14,100,False
2018-01-21,50,False
2018-01-28,25,False
2018-02-04,72,False
2018-02-11,61,False
2018-02-18,37,False
2018-02-25,23,False
2018-03-04,36,False
2018-03-11,36,False
2018-03-18,62,False
2018-03-25,49,False
2018-04-01,25,False
2018-04-08,36,False
2018-04-15,63,False
2018-04-22,25,False
2018-04-29,47,False
2018-05-06,48,False
2018-05-13,72,False
2018-05-20,24,False
2018-05-27,36,False
2018-06-03,36,False
2018-06-10,23,False
2018-06-17,24,False
2018-06-24,72,False
2018-07-01,46,False
2018-07-08,22,False
2018-07-15,45,False
2018-07-22,68,False
2018-07-29,0,False
2018-08-05,22,False
2018-08-12,0,False
2018-08-19,23,False
2018-08-26,46,False
2018-09-02,36,False
2018-09-09,48,False
2018-09-16,83,False
2018-09-23,48,False
2018-09-30,48,False
2018-10-07,37,False
2018-10-14,0,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,47,False
2018-11-11,77,False
2018-11-18,62,False
2018-11-25,25,False
2018-12-02,51,False
2018-12-09,52,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,38,False
2019-01-13,24,False
2019-01-20,68,False
2019-01-27,22,False
2019-02-03,57,False
2019-02-10,23,False
2019-02-17,72,False
2019-02-24,24,False
2019-03-03,69,False
2019-03-10,0,False
2019-03-17,70,False
2019-03-24,35,False
2019-03-31,0,False
2019-04-07,58,False
2019-04-14,23,False
2019-04-21,84,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,21,False
2019-06-02,46,False
2019-06-09,43,False
2019-06-16,33,False
2019-06-23,90,False
2019-06-30,22,False
2019-07-07,0,False
2019-07-14,21,False
2019-07-21,43,False
2019-07-28,43,False
2019-08-04,42,False
2019-08-11,21,False
2019-08-18,20,False
2019-08-25,20,False
2019-09-01,42,False
2019-09-08,33,False
2019-09-15,43,False
2019-09-22,0,False
2019-09-29,21,False
2019-10-06,22,False
2019-10-13,52,False
2019-10-20,30,False
2019-10-27,41,False
2019-11-03,41,False
2019-11-10,53,False
2019-11-17,0,False
2019-11-24,41,False
2019-12-01,32,False
2019-12-08,66,False
2019-12-15,88,False
2019-12-22,26,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,51,False
2020-01-19,43,False
2020-01-26,21,False
2020-02-02,20,False
2020-02-09,21,False
2020-02-16,42,False
2020-02-23,58,False
2020-03-01,39,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,17,False
2020-03-29,18,False
2020-04-05,37,False
2020-04-12,0,False
2020-04-19,18,False
2020-04-26,61,True
