date,Abfallentsorgung,isPartial
2018-01-07,43,False
2018-01-14,34,False
2018-01-21,23,False
2018-01-28,48,False
2018-02-04,35,False
2018-02-11,32,False
2018-02-18,46,False
2018-02-25,40,False
2018-03-04,41,False
2018-03-11,26,False
2018-03-18,49,False
2018-03-25,61,False
2018-04-01,55,False
2018-04-08,35,False
2018-04-15,38,False
2018-04-22,42,False
2018-04-29,41,False
2018-05-06,48,False
2018-05-13,34,False
2018-05-20,37,False
2018-05-27,63,False
2018-06-03,38,False
2018-06-10,41,False
2018-06-17,39,False
2018-06-24,32,False
2018-07-01,23,False
2018-07-08,58,False
2018-07-15,15,False
2018-07-22,21,False
2018-07-29,46,False
2018-08-05,30,False
2018-08-12,48,False
2018-08-19,44,False
2018-08-26,55,False
2018-09-02,38,False
2018-09-09,59,False
2018-09-16,46,False
2018-09-23,32,False
2018-09-30,35,False
2018-10-07,38,False
2018-10-14,36,False
2018-10-21,35,False
2018-10-28,51,False
2018-11-04,27,False
2018-11-11,34,False
2018-11-18,36,False
2018-11-25,31,False
2018-12-02,52,False
2018-12-09,34,False
2018-12-16,31,False
2018-12-23,55,False
2018-12-30,57,False
2019-01-06,48,False
2019-01-13,42,False
2019-01-20,42,False
2019-01-27,26,False
2019-02-03,37,False
2019-02-10,43,False
2019-02-17,35,False
2019-02-24,31,False
2019-03-03,30,False
2019-03-10,29,False
2019-03-17,36,False
2019-03-24,39,False
2019-03-31,32,False
2019-04-07,36,False
2019-04-14,48,False
2019-04-21,50,False
2019-04-28,39,False
2019-05-05,42,False
2019-05-12,44,False
2019-05-19,57,False
2019-05-26,36,False
2019-06-02,27,False
2019-06-09,53,False
2019-06-16,48,False
2019-06-23,30,False
2019-06-30,33,False
2019-07-07,22,False
2019-07-14,37,False
2019-07-21,25,False
2019-07-28,42,False
2019-08-04,33,False
2019-08-11,34,False
2019-08-18,51,False
2019-08-25,30,False
2019-09-01,33,False
2019-09-08,33,False
2019-09-15,33,False
2019-09-22,35,False
2019-09-29,46,False
2019-10-06,40,False
2019-10-13,46,False
2019-10-20,27,False
2019-10-27,59,False
2019-11-03,40,False
2019-11-10,31,False
2019-11-17,25,False
2019-11-24,30,False
2019-12-01,28,False
2019-12-08,40,False
2019-12-15,33,False
2019-12-22,32,False
2019-12-29,100,False
2020-01-05,42,False
2020-01-12,28,False
2020-01-19,37,False
2020-01-26,34,False
2020-02-02,24,False
2020-02-09,28,False
2020-02-16,58,False
2020-02-23,25,False
2020-03-01,23,False
2020-03-08,18,False
2020-03-15,57,False
2020-03-22,79,False
2020-03-29,54,False
2020-04-05,59,False
2020-04-12,52,False
2020-04-19,71,False
2020-04-26,58,False
2020-05-03,46,False
2020-05-10,60,False
