date,Abfallentsorgung,isPartial
2018-01-07,24,False
2018-01-14,0,False
2018-01-21,46,False
2018-01-28,0,False
2018-02-04,24,False
2018-02-11,0,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,24,False
2018-03-11,32,False
2018-03-18,37,False
2018-03-25,26,False
2018-04-01,27,False
2018-04-08,42,False
2018-04-15,26,False
2018-04-22,26,False
2018-04-29,27,False
2018-05-06,0,False
2018-05-13,38,False
2018-05-20,26,False
2018-05-27,25,False
2018-06-03,26,False
2018-06-10,24,False
2018-06-17,24,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,25,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,25,False
2018-08-05,24,False
2018-08-12,25,False
2018-08-19,24,False
2018-08-26,0,False
2018-09-02,25,False
2018-09-09,49,False
2018-09-16,24,False
2018-09-23,0,False
2018-09-30,52,False
2018-10-07,26,False
2018-10-14,0,False
2018-10-21,35,False
2018-10-28,45,False
2018-11-04,46,False
2018-11-11,0,False
2018-11-18,66,False
2018-11-25,23,False
2018-12-02,35,False
2018-12-09,31,False
2018-12-16,31,False
2018-12-23,62,False
2018-12-30,100,False
2019-01-06,43,False
2019-01-13,21,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,22,False
2019-02-24,22,False
2019-03-03,0,False
2019-03-10,32,False
2019-03-17,0,False
2019-03-24,45,False
2019-03-31,38,False
2019-04-07,45,False
2019-04-14,75,False
2019-04-21,36,False
2019-04-28,22,False
2019-05-05,21,False
2019-05-12,22,False
2019-05-19,37,False
2019-05-26,23,False
2019-06-02,22,False
2019-06-09,22,False
2019-06-16,0,False
2019-06-23,30,False
2019-06-30,90,False
2019-07-07,23,False
2019-07-14,0,False
2019-07-21,25,False
2019-07-28,48,False
2019-08-04,0,False
2019-08-11,34,False
2019-08-18,22,False
2019-08-25,22,False
2019-09-01,22,False
2019-09-08,22,False
2019-09-15,46,False
2019-09-22,43,False
2019-09-29,0,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,21,False
2019-10-27,27,False
2019-11-03,20,False
2019-11-10,20,False
2019-11-17,20,False
2019-11-24,20,False
2019-12-01,41,False
2019-12-08,41,False
2019-12-15,28,False
2019-12-22,43,False
2019-12-29,42,False
2020-01-05,57,False
2020-01-12,19,False
2020-01-19,58,False
2020-01-26,57,False
2020-02-02,25,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,31,False
2020-03-01,18,False
2020-03-08,17,False
2020-03-15,34,False
2020-03-22,22,False
2020-03-29,24,False
2020-04-05,25,False
2020-04-12,18,False
2020-04-19,34,False
2020-04-26,17,False
2020-05-03,26,False
2020-05-10,34,False
