date,Abfallentsorgung,isPartial
2018-01-07,38,False
2018-01-14,56,False
2018-01-21,70,False
2018-01-28,38,False
2018-02-04,0,False
2018-02-11,29,False
2018-02-18,29,False
2018-02-25,48,False
2018-03-04,58,False
2018-03-11,48,False
2018-03-18,58,False
2018-03-25,41,False
2018-04-01,61,False
2018-04-08,46,False
2018-04-15,71,False
2018-04-22,29,False
2018-04-29,90,False
2018-05-06,41,False
2018-05-13,59,False
2018-05-20,60,False
2018-05-27,60,False
2018-06-03,30,False
2018-06-10,29,False
2018-06-17,29,False
2018-06-24,61,False
2018-07-01,46,False
2018-07-08,75,False
2018-07-15,31,False
2018-07-22,46,False
2018-07-29,29,False
2018-08-05,29,False
2018-08-12,29,False
2018-08-19,58,False
2018-08-26,29,False
2018-09-02,73,False
2018-09-09,44,False
2018-09-16,44,False
2018-09-23,45,False
2018-09-30,62,False
2018-10-07,41,False
2018-10-14,59,False
2018-10-21,43,False
2018-10-28,38,False
2018-11-04,65,False
2018-11-11,28,False
2018-11-18,55,False
2018-11-25,28,False
2018-12-02,55,False
2018-12-09,0,False
2018-12-16,29,False
2018-12-23,62,False
2018-12-30,76,False
2019-01-06,44,False
2019-01-13,35,False
2019-01-20,26,False
2019-01-27,35,False
2019-02-03,27,False
2019-02-10,46,False
2019-02-17,37,False
2019-02-24,44,False
2019-03-03,27,False
2019-03-10,40,False
2019-03-17,85,False
2019-03-24,84,False
2019-03-31,56,False
2019-04-07,42,False
2019-04-14,88,False
2019-04-21,58,False
2019-04-28,28,False
2019-05-05,27,False
2019-05-12,42,False
2019-05-19,82,False
2019-05-26,42,False
2019-06-02,55,False
2019-06-09,46,False
2019-06-16,28,False
2019-06-23,98,False
2019-06-30,58,False
2019-07-07,28,False
2019-07-14,73,False
2019-07-21,45,False
2019-07-28,30,False
2019-08-04,47,False
2019-08-11,27,False
2019-08-18,37,False
2019-08-25,45,False
2019-09-01,27,False
2019-09-08,46,False
2019-09-15,56,False
2019-09-22,54,False
2019-09-29,28,False
2019-10-06,53,False
2019-10-13,35,False
2019-10-20,65,False
2019-10-27,25,False
2019-11-03,75,False
2019-11-10,51,False
2019-11-17,34,False
2019-11-24,58,False
2019-12-01,51,False
2019-12-08,26,False
2019-12-15,43,False
2019-12-22,28,False
2019-12-29,88,False
2020-01-05,48,False
2020-01-12,24,False
2020-01-19,25,False
2020-01-26,36,False
2020-02-02,24,False
2020-02-09,39,False
2020-02-16,25,False
2020-02-23,47,False
2020-03-01,23,False
2020-03-08,51,False
2020-03-15,42,False
2020-03-22,34,False
2020-03-29,54,False
2020-04-05,34,False
2020-04-12,100,False
2020-04-19,49,False
2020-04-26,48,False
2020-05-03,49,False
2020-05-10,63,False
