date,Abfallentsorgung,isPartial
2018-01-07,0,False
2018-01-14,72,False
2018-01-21,36,False
2018-01-28,36,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,36,False
2018-02-25,0,False
2018-03-04,35,False
2018-03-11,0,False
2018-03-18,36,False
2018-03-25,36,False
2018-04-01,39,False
2018-04-08,38,False
2018-04-15,77,False
2018-04-22,36,False
2018-04-29,37,False
2018-05-06,58,False
2018-05-13,36,False
2018-05-20,37,False
2018-05-27,36,False
2018-06-03,54,False
2018-06-10,51,False
2018-06-17,52,False
2018-06-24,35,False
2018-07-01,35,False
2018-07-08,0,False
2018-07-15,37,False
2018-07-22,35,False
2018-07-29,35,False
2018-08-05,34,False
2018-08-12,0,False
2018-08-19,69,False
2018-08-26,35,False
2018-09-02,35,False
2018-09-09,35,False
2018-09-16,53,False
2018-09-23,36,False
2018-09-30,36,False
2018-10-07,57,False
2018-10-14,37,False
2018-10-21,35,False
2018-10-28,34,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,35,False
2018-12-02,35,False
2018-12-09,71,False
2018-12-16,54,False
2018-12-23,95,False
2018-12-30,53,False
2019-01-06,100,False
2019-01-13,33,False
2019-01-20,33,False
2019-01-27,33,False
2019-02-03,50,False
2019-02-10,68,False
2019-02-17,68,False
2019-02-24,70,False
2019-03-03,33,False
2019-03-10,32,False
2019-03-17,51,False
2019-03-24,34,False
2019-03-31,35,False
2019-04-07,72,False
2019-04-14,37,False
2019-04-21,0,False
2019-04-28,33,False
2019-05-05,0,False
2019-05-12,51,False
2019-05-19,33,False
2019-05-26,33,False
2019-06-02,33,False
2019-06-09,32,False
2019-06-16,0,False
2019-06-23,50,False
2019-06-30,97,False
2019-07-07,65,False
2019-07-14,65,False
2019-07-21,34,False
2019-07-28,64,False
2019-08-04,32,False
2019-08-11,30,False
2019-08-18,63,False
2019-08-25,48,False
2019-09-01,31,False
2019-09-08,32,False
2019-09-15,0,False
2019-09-22,31,False
2019-09-29,31,False
2019-10-06,32,False
2019-10-13,62,False
2019-10-20,30,False
2019-10-27,0,False
2019-11-03,30,False
2019-11-10,31,False
2019-11-17,60,False
2019-11-24,60,False
2019-12-01,31,False
2019-12-08,61,False
2019-12-15,32,False
2019-12-22,67,False
2019-12-29,91,False
2020-01-05,44,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,44,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,58,False
2020-02-23,29,False
2020-03-01,43,False
2020-03-08,53,False
2020-03-15,26,False
2020-03-22,26,False
2020-03-29,38,False
2020-04-05,70,False
2020-04-12,81,False
2020-04-19,26,False
2020-04-26,37,False
2020-05-03,65,False
2020-05-10,0,False
