date,Pvc verlegen,isPartial
2018-01-07,83,False
2018-01-14,63,False
2018-01-21,36,False
2018-01-28,46,False
2018-02-04,28,False
2018-02-11,37,False
2018-02-18,55,False
2018-02-25,55,False
2018-03-04,46,False
2018-03-11,27,False
2018-03-18,69,False
2018-03-25,59,False
2018-04-01,29,False
2018-04-08,69,False
2018-04-15,42,False
2018-04-22,45,False
2018-04-29,28,False
2018-05-06,72,False
2018-05-13,27,False
2018-05-20,29,False
2018-05-27,41,False
2018-06-03,28,False
2018-06-10,26,False
2018-06-17,27,False
2018-06-24,65,False
2018-07-01,54,False
2018-07-08,53,False
2018-07-15,47,False
2018-07-22,29,False
2018-07-29,74,False
2018-08-05,39,False
2018-08-12,29,False
2018-08-19,100,False
2018-08-26,0,False
2018-09-02,37,False
2018-09-09,42,False
2018-09-16,42,False
2018-09-23,38,False
2018-09-30,57,False
2018-10-07,56,False
2018-10-14,43,False
2018-10-21,57,False
2018-10-28,55,False
2018-11-04,40,False
2018-11-11,36,False
2018-11-18,53,False
2018-11-25,27,False
2018-12-02,53,False
2018-12-09,27,False
2018-12-16,27,False
2018-12-23,63,False
2018-12-30,43,False
2019-01-06,39,False
2019-01-13,42,False
2019-01-20,25,False
2019-01-27,38,False
2019-02-03,76,False
2019-02-10,52,False
2019-02-17,70,False
2019-02-24,27,False
2019-03-03,52,False
2019-03-10,34,False
2019-03-17,27,False
2019-03-24,35,False
2019-03-31,61,False
2019-04-07,44,False
2019-04-14,58,False
2019-04-21,66,False
2019-04-28,36,False
2019-05-05,38,False
2019-05-12,53,False
2019-05-19,39,False
2019-05-26,27,False
2019-06-02,39,False
2019-06-09,27,False
2019-06-16,40,False
2019-06-23,81,False
2019-06-30,26,False
2019-07-07,52,False
2019-07-14,41,False
2019-07-21,30,False
2019-07-28,43,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,28,False
2019-08-25,40,False
2019-09-01,52,False
2019-09-08,40,False
2019-09-15,53,False
2019-09-22,26,False
2019-09-29,39,False
2019-10-06,42,False
2019-10-13,43,False
2019-10-20,35,False
2019-10-27,63,False
2019-11-03,0,False
2019-11-10,41,False
2019-11-17,56,False
2019-11-24,59,False
2019-12-01,49,False
2019-12-08,49,False
2019-12-15,41,False
2019-12-22,0,False
2019-12-29,53,False
2020-01-05,47,False
2020-01-12,45,False
2020-01-19,94,False
2020-01-26,39,False
2020-02-02,53,False
2020-02-09,22,False
2020-02-16,31,False
2020-02-23,30,False
2020-03-01,22,False
2020-03-08,32,False
2020-03-15,28,False
2020-03-22,21,False
2020-03-29,35,False
2020-04-05,23,False
2020-04-12,43,False
2020-04-19,43,False
2020-04-26,55,False
2020-05-03,64,False
2020-05-10,21,False
