date,Cours de yoga,isPartial
2018-01-07,58,False
2018-01-14,24,False
2018-01-21,24,False
2018-01-28,41,False
2018-02-04,40,False
2018-02-11,48,False
2018-02-18,25,False
2018-02-25,50,False
2018-03-04,0,False
2018-03-11,24,False
2018-03-18,37,False
2018-03-25,25,False
2018-04-01,26,False
2018-04-08,37,False
2018-04-15,27,False
2018-04-22,27,False
2018-04-29,33,False
2018-05-06,0,False
2018-05-13,62,False
2018-05-20,26,False
2018-05-27,25,False
2018-06-03,75,False
2018-06-10,0,False
2018-06-17,91,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,26,False
2018-07-15,27,False
2018-07-22,0,False
2018-07-29,55,False
2018-08-05,55,False
2018-08-12,28,False
2018-08-19,64,False
2018-08-26,36,False
2018-09-02,70,False
2018-09-09,39,False
2018-09-16,39,False
2018-09-23,52,False
2018-09-30,52,False
2018-10-07,64,False
2018-10-14,26,False
2018-10-21,67,False
2018-10-28,26,False
2018-11-04,33,False
2018-11-11,51,False
2018-11-18,50,False
2018-11-25,50,False
2018-12-02,25,False
2018-12-09,38,False
2018-12-16,26,False
2018-12-23,0,False
2018-12-30,55,False
2019-01-06,49,False
2019-01-13,98,False
2019-01-20,47,False
2019-01-27,24,False
2019-02-03,32,False
2019-02-10,50,False
2019-02-17,34,False
2019-02-24,26,False
2019-03-03,26,False
2019-03-10,25,False
2019-03-17,38,False
2019-03-24,25,False
2019-03-31,48,False
2019-04-07,37,False
2019-04-14,46,False
2019-04-21,31,False
2019-04-28,26,False
2019-05-05,49,False
2019-05-12,24,False
2019-05-19,23,False
2019-05-26,24,False
2019-06-02,24,False
2019-06-09,47,False
2019-06-16,48,False
2019-06-23,24,False
2019-06-30,25,False
2019-07-07,24,False
2019-07-14,100,False
2019-07-21,24,False
2019-07-28,34,False
2019-08-04,40,False
2019-08-11,34,False
2019-08-18,35,False
2019-08-25,65,False
2019-09-01,79,False
2019-09-08,30,False
2019-09-15,22,False
2019-09-22,23,False
2019-09-29,65,False
2019-10-06,30,False
2019-10-13,20,False
2019-10-20,20,False
2019-10-27,21,False
2019-11-03,36,False
2019-11-10,21,False
2019-11-17,39,False
2019-11-24,28,False
2019-12-01,19,False
2019-12-08,38,False
2019-12-15,25,False
2019-12-22,21,False
2019-12-29,21,False
2020-01-05,74,False
2020-01-12,36,False
2020-01-19,19,False
2020-01-26,31,False
2020-02-02,29,False
2020-02-09,19,False
2020-02-16,19,False
2020-02-23,18,False
2020-03-01,35,False
2020-03-08,0,False
2020-03-15,34,False
2020-03-22,82,False
2020-03-29,49,False
2020-04-05,17,False
2020-04-12,50,False
2020-04-19,32,False
2020-04-26,23,False
2020-05-03,37,False
2020-05-10,24,False
2020-05-17,18,False
2020-05-24,17,False
2020-05-31,25,False
2020-06-07,33,False
2020-06-14,19,False
2020-06-21,77,True
