date,fioraio,isPartial
2018-01-07,39,False
2018-01-14,39,False
2018-01-21,0,False
2018-01-28,37,False
2018-02-04,0,False
2018-02-11,39,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,37,False
2018-03-11,37,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,41,False
2018-04-08,0,False
2018-04-15,40,False
2018-04-22,0,False
2018-04-29,38,False
2018-05-06,38,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,0,False
2018-06-03,77,False
2018-06-10,37,False
2018-06-17,0,False
2018-06-24,38,False
2018-07-01,37,False
2018-07-08,0,False
2018-07-15,38,False
2018-07-22,77,False
2018-07-29,39,False
2018-08-05,39,False
2018-08-12,42,False
2018-08-19,39,False
2018-08-26,75,False
2018-09-02,37,False
2018-09-09,39,False
2018-09-16,0,False
2018-09-23,76,False
2018-09-30,38,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,39,False
2018-10-28,38,False
2018-11-04,0,False
2018-11-11,39,False
2018-11-18,38,False
2018-11-25,57,False
2018-12-02,0,False
2018-12-09,38,False
2018-12-16,37,False
2018-12-23,0,False
2018-12-30,41,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,66,False
2019-01-27,0,False
2019-02-03,67,False
2019-02-10,100,False
2019-02-17,0,False
2019-02-24,34,False
2019-03-03,68,False
2019-03-10,67,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,34,False
2019-04-07,50,False
2019-04-14,0,False
2019-04-21,36,False
2019-04-28,0,False
2019-05-05,32,False
2019-05-12,49,False
2019-05-19,32,False
2019-05-26,31,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,34,False
2019-06-30,0,False
2019-07-07,33,False
2019-07-14,69,False
2019-07-21,0,False
2019-07-28,36,False
2019-08-04,38,False
2019-08-11,0,False
2019-08-18,37,False
2019-08-25,0,False
2019-09-01,32,False
2019-09-08,0,False
2019-09-15,64,False
2019-09-22,31,False
2019-09-29,0,False
2019-10-06,64,False
2019-10-13,47,False
2019-10-20,31,False
2019-10-27,31,False
2019-11-03,30,False
2019-11-10,30,False
2019-11-17,0,False
2019-11-24,45,False
2019-12-01,47,False
2019-12-08,32,False
2019-12-15,32,False
2019-12-22,36,False
2019-12-29,0,False
2020-01-05,34,False
2020-01-12,60,False
2020-01-19,30,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,89,False
2020-02-16,30,False
2020-02-23,56,False
2020-03-01,27,False
2020-03-08,52,False
2020-03-15,0,False
2020-03-22,25,False
2020-03-29,53,False
2020-04-05,54,False
2020-04-12,82,False
2020-04-19,52,False
2020-04-26,45,True
